,username,whisky_name,rating
318,jrkmo1,Redemption Straight Rye,7.0
319,The_Whiskey_Professor,Redemption Straight Rye,7.0
320,The_Whiskey_Professor,Redemption Straight Rye,7.0
321,geigerdave,Redemption Straight Rye,7.0
322,jbayorek,Redemption Straight Rye,6.0
323,raldridge,Redemption Straight Rye,6.0
324,Cavyn,Redemption Straight Rye,4.0
325,Stomachfire,Redemption Straight Rye,5.0
326,10101,Redemption Straight Rye,7.0
327,DFreeman137,Redemption Straight Rye,7.0
328,strobel18,Redemption Straight Rye,8.0
329,blunted78,Redemption Straight Rye,4.0
330,bwgrady,Redemption Straight Rye,7.0
331,QuinnDEskimo,Redemption Straight Rye,7.0
332,J_L,Redemption Straight Rye,6.0
333,bmills1,Redemption Straight Rye,6.0
334,bordy53,Redemption Straight Rye,5.0
335,PeterMom,Redemption Straight Rye,8.0
336,samwilson,Redemption Straight Rye,6.0
337,lonib,Redemption Straight Rye,6.0
338,queboduck,Redemption Straight Rye,7.0
339,curtbourbon,Redemption Straight Rye,
340,Rich-Haydon,Redemption Straight Rye,6.0
341,Rich-Haydon,Redemption Straight Rye,7.0
342,BaranB2,Redemption Straight Rye,7.0
343,Sr7108,Redemption Straight Rye,5.0
344,presidentninja,Redemption Straight Rye,7.0
345,Brianbartek,Redemption Straight Rye,4.0
346,whiskey_mcnasty,Redemption Straight Rye,8.0
347,evilfitzal,Redemption Straight Rye,8.0
348,bwbishop,Redemption Straight Rye,6.0
349,mikeymike80,Redemption Straight Rye,8.0
350,zmoneaux,Redemption Straight Rye,5.0
351,Eugene-Shin,Redemption Straight Rye,7.0
352,Paul-Zwicker,Redemption Straight Rye,8.0
353,ewlemmon,Redemption Straight Rye,7.0
354,pgonzalez,Redemption Straight Rye,5.0
355,rhunt1120,Redemption Straight Rye,7.0
356,welc0127,Redemption Straight Rye,6.0
357,NandoEM,Redemption Straight Rye,10.0
358,Michael-Sclafani,Redemption Straight Rye,8.0
359,JAK0KE,Redemption Straight Rye,7.0
360,sonnack,Redemption Straight Rye,8.0
361,WPansa,Redemption Straight Rye,8.0
362,donahue18,Redemption Straight Rye,7.0
363,Zach-Worman,Redemption Straight Rye,9.0
364,bowser220,Redemption Straight Rye,8.0
365,mbrumley1,Redemption Straight Rye,7.0
366,Lawrence,Redemption Straight Rye,7.0
367,Pat-Sorohan,Redemption Straight Rye,8.0
368,Joseph-Gobeille,Redemption Straight Rye,8.0
369,RevSpivey,Redemption Straight Rye,5.0
370,coreydemaria,Redemption Straight Rye,8.0
371,tjc3,Redemption Straight Rye,6.0
372,Will_iam76,Redemption Straight Rye,7.0
373,keithgur,Redemption Straight Rye,7.0
374,Will-Williamson,Redemption Straight Rye,8.0
375,chris_booz,Redemption Straight Rye,5.0
376,barflyapparel,Redemption Straight Rye,6.0
377,nkashcra,Redemption Straight Rye,7.0
378,rockyRoad,Redemption Straight Rye,9.0
379,jarredmosher,Redemption Straight Rye,8.0
380,EF0rs,Redemption Straight Rye,8.0
381,OakAndAge,Redemption Straight Rye,8.0
382,bcrew24,Redemption Straight Rye,6.0
383,obed926,Redemption Straight Rye,8.0
384,bg11,Redemption Straight Rye,6.0
385,babyj6091,Redemption Straight Rye,8.0
386,Darrel-Wilcox,Redemption Straight Rye,4.0
387,skobenland,Redemption Straight Rye,6.0
388,J_L,Redemption Straight Rye,6.0
389,DJ-Stieber,Redemption Straight Rye,4.0
390,taylor_riner,Redemption Straight Rye,6.0
391,Jeff-Newman,Redemption Straight Rye,6.0
392,hitmansghost,Redemption Straight Rye,8.0
393,SingingOTune,Redemption Straight Rye,6.0
394,Carlisle,Redemption Straight Rye,6.0
395,tmburleson,Redemption Straight Rye,4.0
396,Dane-Mannina,Redemption Straight Rye,10.0
397,baslfr,Redemption Straight Rye,6.0
398,jde123,Redemption Straight Rye,4.0
399,Cr-Lab,Redemption Straight Rye,8.0
400,paulbenjamin,Redemption Straight Rye,7.0
401,Erogers100,Redemption Straight Rye,6.0
402,heherrin,Redemption Straight Rye,6.0
403,NCombe,Redemption Straight Rye,6.0
404,mbachmeyer,Redemption Straight Rye,6.0
405,kabierle,Redemption Straight Rye,4.0
406,dbormett,Redemption Straight Rye,6.0
407,davidmgidley,Redemption Straight Rye,4.0
408,mdcarey,Redemption Straight Rye,10.0
409,teradome,Redemption Straight Rye,8.0
410,audio1,Redemption Straight Rye,6.0
411,Bradley-McLain,Redemption Straight Rye,6.0
412,MattyB,Redemption Straight Rye,8.0
413,mwrinkle_21,Redemption Straight Rye,6.0
414,Ankhazam,Redemption Straight Rye,6.0
415,Brok-Thompson,Redemption Straight Rye,6.0
416,phreeto,Redemption Straight Rye,6.0
417,dkblattner,Redemption Straight Rye,6.0
418,ksuter15,Redemption Straight Rye,4.0
419,csalt445,Redemption Straight Rye,6.0
420,acewhole1985,Redemption Straight Rye,6.0
421,RedJim,Redemption Straight Rye,6.0
422,Sonic8222,Redemption Straight Rye,8.0
423,mtnbike,Redemption Straight Rye,6.0
424,Sprouticus,Redemption Straight Rye,6.0
425,dthathaway,Redemption Straight Rye,8.0
426,ordie010,Redemption Straight Rye,4.0
427,jd139,Redemption Straight Rye,8.0
428,Jshelton6,Redemption Straight Rye,2.0
429,Adam-Flowers,Redemption Straight Rye,4.0
430,corylunn,Redemption Straight Rye,8.0
431,marioisme,Redemption Straight Rye,4.0
432,Neil-Turpin,Redemption Straight Rye,2.0
433,Hec-Col,Redemption Straight Rye,8.0
434,Kenporum,Redemption Straight Rye,2.0
435,BlueTofu,Redemption Straight Rye,4.0
436,cagecko,Redemption Straight Rye,6.0
437,Unwin,Redemption Straight Rye,6.0
438,Vincent-M-Aguirre,Redemption Straight Rye,8.0
439,btmccreary,Redemption Straight Rye,4.0
440,atyourface,Redemption Straight Rye,10.0
441,bwhiteis,Redemption Straight Rye,6.0
442,Malena,Redemption Straight Rye,8.0
443,Govener83,Redemption Straight Rye,6.0
444,jakeclifford,Redemption Straight Rye,6.0
445,Griffin1845,Redemption Straight Rye,4.0
446,JackWhiskey,Redemption Straight Rye,6.0
447,Jdmason23,Redemption Straight Rye,4.0
448,audio1,Redemption Straight Rye,6.0
449,bougal777,Redemption Straight Rye,6.0
450,philthy91,Redemption Straight Rye,2.0
451,TeamChucklenuts,Redemption Straight Rye,8.0
452,tjw,Redemption Straight Rye,6.0
453,NathanMann11,Redemption Straight Rye,4.0
454,RumRunner42,Redemption Straight Rye,6.0
455,WCEF11,Redemption Straight Rye,8.0
456,ponch1408,Redemption Straight Rye,6.0
457,DHARK,Redemption Straight Rye,8.0
458,Davex7,Redemption Straight Rye,8.0
459,Wayne-Dyer,Redemption Straight Rye,6.0
460,BourbonBuffoon,Redemption Straight Rye,8.0
461,sparky2610,Redemption Straight Rye,8.0
462,Ryan-Martin,Redemption Straight Rye,6.0
463,rwmusson,Redemption Straight Rye,8.0
464,arl851,Redemption Straight Rye,6.0
465,Zach-Worman,Redemption Straight Rye,8.0
466,Zack-Alvey,Redemption Straight Rye,8.0
467,Steve-Newton,Redemption Straight Rye,8.0
468,hanktastic,Redemption Straight Rye,4.0
469,Bryan-M-Dunn,Redemption Straight Rye,6.0
470,BlakeCortright,Redemption Straight Rye,6.0
471,Jory-Vigliotti,Redemption Straight Rye,7.0
472,Haydukemt,Redemption Straight Rye,6.0
473,gundys10,Redemption Straight Rye,8.0
474,mjolsson,Redemption Straight Rye,8.0
475,rahnsm,Redemption Straight Rye,8.0
476,Embargo22,Redemption Straight Rye,6.0
477,rlycans,Redemption Straight Rye,6.0
478,dstyles23,Redemption Straight Rye,6.0
479,Douglas-Farfaglia,Redemption Straight Rye,10.0
480,Alex-Benoit,Redemption Straight Rye,6.0
481,jdherron,Redemption Straight Rye,6.0
482,gerrylafemina,Redemption Straight Rye,6.0
483,stevetony,Redemption Straight Rye,6.0
484,matgoods1,Redemption Straight Rye,4.0
485,Shawn-Rettig,Redemption Straight Rye,8.0
486,jpod,Redemption Straight Rye,6.0
487,RyeTheLightning,Redemption Straight Rye,8.0
488,teradome,Redemption Straight Rye,6.0
489,Seneb,Redemption Straight Rye,8.0
490,lrhthree,Redemption Straight Rye,6.0
491,Cycle_e,Redemption Straight Rye,8.0
492,spyders03,Redemption Straight Rye,4.0
493,mwcleary1,Redemption Straight Rye,6.0
494,Low_on_coffee,Redemption Straight Rye,6.0
495,stringtocracy,Redemption Straight Rye,8.0
496,blizzard,Redemption Straight Rye,6.0
497,verbish,Redemption Straight Rye,10.0
498,serge,Redemption Straight Rye,6.0
499,Dom-Greico,Redemption Straight Rye,6.0
500,drewbdc,Redemption Straight Rye,8.0
501,anthonylkelly,Redemption Straight Rye,6.0
502,Chefbil1,Redemption Straight Rye,8.0
503,GpShoemaker,Redemption Straight Rye,4.0
504,WL,Redemption Straight Rye,6.0
505,JohnWDunn,Redemption Straight Rye,8.0
506,Stephen-Cuellar,Redemption Straight Rye,6.0
507,Firdoel,Redemption Straight Rye,6.0
508,Konner-Kite,Redemption Straight Rye,4.0
509,The-Todd,Redemption Straight Rye,8.0
510,Carrie-Grulke,Redemption Straight Rye,
511,MattyB,Redemption Straight Rye,6.0
512,Jim-Baehren,Redemption Straight Rye,
513,ufmark,Redemption Straight Rye,8.0
514,theheierpower,Redemption Straight Rye,8.0
515,bjdh24,Redemption Straight Rye,6.0
516,Dr-E,Redemption Straight Rye,8.0
517,eddie_james,Redemption Straight Rye,6.0
518,davemoran,Redemption Straight Rye,6.0
519,Josh-Linville,Redemption Straight Rye,6.0
520,Derichar,Redemption Straight Rye,4.0
521,IndustrialStrengthFun,Redemption Straight Rye,4.0
522,grasmanis17,Redemption Straight Rye,6.0
523,mjhaggerty,Redemption Straight Rye,6.0
524,mkim157,Redemption Straight Rye,2.0
525,Andy-Pande,Redemption Straight Rye,4.0
526,drewgeisel,Redemption Straight Rye,8.0
527,Derick-Eng,Redemption Straight Rye,6.0
528,procomsignathid,Redemption Straight Rye,6.0
529,nagelxz,Redemption Straight Rye,8.0
530,gilbertochaidez,Redemption Straight Rye,8.0
531,kcprice11,Redemption Straight Rye,6.0
532,Tenor91p,Redemption Straight Rye,4.0
533,Top_Shelf_Tipsy,Redemption Straight Rye,6.0
534,Sutucol,Redemption Straight Rye,6.0
535,Phenar,Redemption Straight Rye,6.0
536,Valmoth,Redemption Straight Rye,10.0
537,TheBrownHound,Redemption Straight Rye,6.0
538,palme999,Redemption Straight Rye,6.0
539,BigLEE,Redemption Straight Rye,8.0
540,Jerzy-Shustin,Redemption Straight Rye,8.0
541,ChicagoBill,Redemption Straight Rye,4.0
542,5sbowls,Redemption Straight Rye,2.0
543,krispind,Redemption Straight Rye,6.0
544,Dpdx,Redemption Straight Rye,4.0
545,Sam-Owens,Redemption Straight Rye,8.0
546,Jon-Shadinger,Redemption Straight Rye,6.0
547,Mccula,Redemption Straight Rye,8.0
548,smithyhammer,Redemption Straight Rye,6.0
549,Peter-Lehmann,Redemption Straight Rye,8.0
550,Michael-Anderson,Redemption Straight Rye,4.0
551,Ev3672,Redemption Straight Rye,8.0
552,kamsmith,Redemption Straight Rye,6.0
553,Danimal22s,Redemption Straight Rye,6.0
554,dklassman,Redemption Straight Rye,8.0
555,dltrock,Redemption Straight Rye,6.0
556,Jeffhack,Redemption Straight Rye,8.0
557,farai,Redemption Straight Rye,6.0
558,samoid,Redemption Straight Rye,6.0
559,Graham-Lammers-III,Redemption Straight Rye,6.0
560,Scott-Christian,Redemption Straight Rye,6.0
561,-R7irons12,Redemption Straight Rye,4.0
562,kriegked,Redemption Straight Rye,6.0
563,Rkpsycho,Redemption Straight Rye,6.0
564,JN01,Redemption Straight Rye,6.0
565,Travis_George,Redemption Straight Rye,4.0
566,dwm13,Redemption Straight Rye,4.0
567,conhgnlngct,Redemption Straight Rye,4.0
568,Gregovertone,Redemption Straight Rye,6.0
569,stinkymcgee,Redemption Straight Rye,6.0
570,Awkward_turtle,Redemption Straight Rye,8.0
571,Justin_Stair,Redemption Straight Rye,6.0
572,WickedOwl,Redemption Straight Rye,8.0
573,Alexmiddendorf,Redemption Straight Rye,6.0
574,nberns,Redemption Straight Rye,6.0
575,Paul-Marshall,Redemption Straight Rye,2.0
576,Paulsaison,Redemption Straight Rye,6.0
577,S-Nacc,Redemption Straight Rye,6.0
578,robdiana,Redemption Straight Rye,6.0
579,rwb67c,Redemption Straight Rye,6.0
580,atticus200,Redemption Straight Rye,8.0
581,Richard-Burke,Redemption Straight Rye,8.0
582,DrUgly75,Redemption Straight Rye,8.0
583,PennyWizz,Redemption Straight Rye,8.0
584,Sara-Cauvin,Redemption Straight Rye,4.0
585,Thax,Redemption Straight Rye,8.0
586,CoMo77,Redemption Straight Rye,8.0
