,username,whisky_name,rating
87,solanmat0,Ardmore Legacy,4.0
88,robertwayne64024,Ardmore Legacy,8.0
89,mark_k1234,Ardmore Legacy,7.0
90,amedeo_matola,Ardmore Legacy,7.0
91,mrahmani,Ardmore Legacy,6.0
92,changdam,Ardmore Legacy,6.0
93,mrkeithedwardstevens,Ardmore Legacy,6.0
94,Anthony08,Ardmore Legacy,7.0
95,peatpeetpete,Ardmore Legacy,9.0
96,lhinds7,Ardmore Legacy,8.0
97,Angela-Brunetti,Ardmore Legacy,8.0
98,NNorseman,Ardmore Legacy,4.0
99,Jelle-van-der-Vlugt,Ardmore Legacy,4.0
100,Morning5tar,Ardmore Legacy,7.0
101,Paras-Arora,Ardmore Legacy,
102,jodyfanning,Ardmore Legacy,7.0
103,Tim314,Ardmore Legacy,
104,hebbers4,Ardmore Legacy,8.0
105,blaiddwyn,Ardmore Legacy,8.0
106,TDram,Ardmore Legacy,7.0
107,AJ1992,Ardmore Legacy,7.0
108,RLFloyd,Ardmore Legacy,8.0
109,mikeyshep13,Ardmore Legacy,6.0
110,MarkyD,Ardmore Legacy,8.0
111,blaiddwyn,Ardmore Legacy,6.0
112,warren18,Ardmore Legacy,8.0
113,Marina-S,Ardmore Legacy,7.0
114,IamAlpharius,Ardmore Legacy,5.0
115,AinsleyandKev,Ardmore Legacy,7.0
116,Plamen-Dimitrov,Ardmore Legacy,8.0
117,Krukkic,Ardmore Legacy,7.0
118,joint7770,Ardmore Legacy,7.0
119,BondOla,Ardmore Legacy,7.0
120,Lajos-Somogyi,Ardmore Legacy,7.0
121,Magnus1234,Ardmore Legacy,4.0
122,nevarez003,Ardmore Legacy,6.0
123,TylonHan,Ardmore Legacy,8.0
124,Anorexorcist,Ardmore Legacy,5.0
125,JamesCanyon,Ardmore Legacy,8.0
126,mark_k1234,Ardmore Legacy,7.0
127,TrstnNbr,Ardmore Legacy,6.0
128,Mr-Duffield,Ardmore Legacy,5.0
129,mypain,Ardmore Legacy,4.0
130,Rob-Zatulsky,Ardmore Legacy,6.0
131,apen_julius,Ardmore Legacy,8.0
132,Broon55,Ardmore Legacy,2.0
133,Peatophile,Ardmore Legacy,8.0
134,SucklingMyMothersPeat,Ardmore Legacy,9.0
135,2_peaty_boys_had_2_little_toys,Ardmore Legacy,8.0
136,jblo,Ardmore Legacy,5.0
137,Bill-Shannon,Ardmore Legacy,7.0
138,Stefan-Filippov,Ardmore Legacy,6.0
139,Patser,Ardmore Legacy,7.0
140,Stuart-Bell,Ardmore Legacy,8.0
141,kapper,Ardmore Legacy,5.0
142,kieran96,Ardmore Legacy,2.0
143,Liam-Roy-JJ-Llewellyn,Ardmore Legacy,6.0
144,Liam-Roy-JJ-Llewellyn,Ardmore Legacy,6.0
145,libertinesupreme,Ardmore Legacy,7.0
146,Joe-Park,Ardmore Legacy,8.0
147,Antony-Accary,Ardmore Legacy,7.0
148,nbhasin97,Ardmore Legacy,6.0
149,nbhasin97,Ardmore Legacy,8.0
150,Nils-Sanderson,Ardmore Legacy,6.0
151,Cal-Jones,Ardmore Legacy,7.0
152,kstorm11,Ardmore Legacy,7.0
153,paul1969,Ardmore Legacy,7.0
154,kieran96,Ardmore Legacy,2.0
155,JulienBv,Ardmore Legacy,6.0
156,ewgilmour,Ardmore Legacy,6.0
157,ewgilmour,Ardmore Legacy,6.0
158,ewgilmour,Ardmore Legacy,7.0
159,chloeg,Ardmore Legacy,7.0
160,komiko,Ardmore Legacy,6.0
161,purpose78,Ardmore Legacy,6.0
162,btothej89,Ardmore Legacy,7.0
163,TwilighT,Ardmore Legacy,6.0
164,HenkSmeman,Ardmore Legacy,5.0
165,TonyQuick,Ardmore Legacy,7.0
166,ScotchIrish86,Ardmore Legacy,7.0
167,t0m,Ardmore Legacy,8.0
168,mtgred,Ardmore Legacy,7.0
169,rocky63,Ardmore Legacy,1.0
170,StijnO,Ardmore Legacy,10.0
171,Rudo-Martens,Ardmore Legacy,6.0
172,Dave2020,Ardmore Legacy,9.0
173,Pieter_Steyaert,Ardmore Legacy,6.0
174,otonotane,Ardmore Legacy,5.0
175,DistillerMTH,Ardmore Legacy,7.0
176,MrAlCoholicThe2nd,Ardmore Legacy,7.0
177,abernadette,Ardmore Legacy,7.0
178,ShashankSinghal,Ardmore Legacy,7.0
179,MaxMikulik,Ardmore Legacy,8.0
180,coroud,Ardmore Legacy,8.0
181,Mattmur16,Ardmore Legacy,10.0
182,Viktor-Novak,Ardmore Legacy,9.0
183,Rutger-Tissink,Ardmore Legacy,8.0
184,Melix,Ardmore Legacy,7.0
185,QuakinTom,Ardmore Legacy,8.0
186,Moscone65,Ardmore Legacy,9.0
187,Lewarx,Ardmore Legacy,7.0
188,DDPegger,Ardmore Legacy,7.0
189,A-M,Ardmore Legacy,6.0
190,ch_Floyd,Ardmore Legacy,
191,shikahr,Ardmore Legacy,6.0
192,kbagi,Ardmore Legacy,
193,sureshummidi,Ardmore Legacy,7.0
194,dinwachovia,Ardmore Legacy,6.0
195,Arora195,Ardmore Legacy,1.0
196,Jose-Massu-Espinel,Ardmore Legacy,9.0
197,Florian-Schreiner,Ardmore Legacy,6.0
198,shogunrob,Ardmore Legacy,6.0
199,Marketmama,Ardmore Legacy,8.0
200,thracian,Ardmore Legacy,8.0
201,Stevin-van-der-Meer,Ardmore Legacy,8.0
202,Stevin-van-der-Meer,Ardmore Legacy,8.0
203,Wolter,Ardmore Legacy,7.0
204,Nate-Ashburn,Ardmore Legacy,4.0
205,julienes,Ardmore Legacy,7.0
206,bmac250,Ardmore Legacy,8.0
207,faajer,Ardmore Legacy,6.0
208,Kyndron,Ardmore Legacy,7.0
209,Wisco007,Ardmore Legacy,7.0
210,Miguel-Boily,Ardmore Legacy,5.0
211,Andrenaline,Ardmore Legacy,8.0
212,Rob_Robson,Ardmore Legacy,6.0
213,kjukkaa,Ardmore Legacy,6.0
214,MrB209,Ardmore Legacy,7.0
215,garethwalkom,Ardmore Legacy,6.0
216,bonbonbon,Ardmore Legacy,2.0
217,jakraykray,Ardmore Legacy,8.0
218,pmugur,Ardmore Legacy,6.0
219,Arpit-Saxena,Ardmore Legacy,8.0
220,Arpit-Saxena,Ardmore Legacy,8.0
221,kad,Ardmore Legacy,7.0
222,Erro,Ardmore Legacy,8.0
223,Hellroy,Ardmore Legacy,6.0
224,Martin38,Ardmore Legacy,
225,Ctrexman,Ardmore Legacy,5.0
226,Nicholas-Alderson,Ardmore Legacy,7.0
227,Melix,Ardmore Legacy,6.0
228,Melix,Ardmore Legacy,6.0
229,Melix,Ardmore Legacy,
230,Melix,Ardmore Legacy,6.0
231,Christian-Castro,Ardmore Legacy,6.0
232,M2bA,Ardmore Legacy,6.0
233,mobert78,Ardmore Legacy,6.0
234,Katerleigh,Ardmore Legacy,8.0
235,zackrupiper,Ardmore Legacy,4.0
236,sicjoke,Ardmore Legacy,8.0
237,Matthiasee,Ardmore Legacy,8.0
238,querusdp,Ardmore Legacy,7.0
239,MC_Drammer,Ardmore Legacy,6.0
240,riley_2,Ardmore Legacy,8.0
241,shanebarter,Ardmore Legacy,4.0
242,Erica-Lee1,Ardmore Legacy,7.0
243,MattyB,Ardmore Legacy,7.0
244,Szarkie,Ardmore Legacy,6.0
245,Zusticles,Ardmore Legacy,7.0
246,perryheijnen,Ardmore Legacy,7.0
247,Justin-Hamlin,Ardmore Legacy,7.0
248,RanzigenDanny,Ardmore Legacy,6.0
249,Morning5tar,Ardmore Legacy,8.0
250,julienmaries,Ardmore Legacy,7.0
251,mogucas,Ardmore Legacy,4.0
252,dutchman24,Ardmore Legacy,7.0
253,terogers,Ardmore Legacy,7.0
254,terogers,Ardmore Legacy,7.0
255,Dan-Wright,Ardmore Legacy,7.0
256,KenMacEachern,Ardmore Legacy,5.0
257,Cress,Ardmore Legacy,6.0
258,Tara,Ardmore Legacy,8.0
259,Rodrigo-Nemmen-Da-Silva,Ardmore Legacy,10.0
260,FritzP,Ardmore Legacy,7.0
261,Dan-Wright,Ardmore Legacy,7.0
262,rowdy,Ardmore Legacy,8.0
263,PerryS1991,Ardmore Legacy,6.0
264,Jesse_Heinz,Ardmore Legacy,7.0
265,tickledone,Ardmore Legacy,6.0
266,mw19,Ardmore Legacy,7.0
267,PaulJN,Ardmore Legacy,7.0
268,stoshus,Ardmore Legacy,7.0
269,nmoon,Ardmore Legacy,5.0
270,brettcrews17,Ardmore Legacy,6.0
271,Tom-Harrop,Ardmore Legacy,5.0
272,Leo-Murray-Juers,Ardmore Legacy,8.0
273,Allman84,Ardmore Legacy,9.0
274,Sergej-Gri,Ardmore Legacy,6.0
275,jeffjpol,Ardmore Legacy,6.0
276,Marc-Cadotte,Ardmore Legacy,5.0
277,pnovak,Ardmore Legacy,8.0
278,user821883,Ardmore Legacy,7.0
279,ltemple12,Ardmore Legacy,5.0
280,donman802,Ardmore Legacy,6.0
281,rickenby,Ardmore Legacy,8.0
282,Exelixi,Ardmore Legacy,6.0
283,atwardzik,Ardmore Legacy,7.0
284,CharlesChaplin,Ardmore Legacy,6.0
285,pistolpeat,Ardmore Legacy,6.0
286,SeanDeLeeuw,Ardmore Legacy,8.0
287,James-Longbotham,Ardmore Legacy,8.0
288,Rob-Watson,Ardmore Legacy,8.0
289,g-unit,Ardmore Legacy,7.0
290,MarshallRose,Ardmore Legacy,5.0
291,Nick3db,Ardmore Legacy,5.0
292,pipi12,Ardmore Legacy,5.0
293,silvioc,Ardmore Legacy,9.0
294,HiccupMaster,Ardmore Legacy,7.0
295,jakeh,Ardmore Legacy,9.0
296,Scotch_Johnny,Ardmore Legacy,5.0
297,centis,Ardmore Legacy,6.0
298,Atra,Ardmore Legacy,3.0
299,rolugomi,Ardmore Legacy,7.0
300,Lutz1973,Ardmore Legacy,6.0
301,Lutz1973,Ardmore Legacy,6.0
302,MarekB,Ardmore Legacy,9.0
303,anshulsralech,Ardmore Legacy,8.0
304,hunkh,Ardmore Legacy,6.0
305,Daan-Schakelaar,Ardmore Legacy,7.0
306,SHaers,Ardmore Legacy,6.0
307,Zlinkey,Ardmore Legacy,7.0
308,CerezoCraft,Ardmore Legacy,7.0
309,Keyvanjonez,Ardmore Legacy,7.0
310,M_M,Ardmore Legacy,7.0
311,Jenkster4,Ardmore Legacy,6.0
312,allenhmowers,Ardmore Legacy,7.0
313,SerMakk,Ardmore Legacy,7.0
314,brutus,Ardmore Legacy,6.0
315,EdBigdice,Ardmore Legacy,8.0
316,TripleJ,Ardmore Legacy,5.0
317,Cfred371,Ardmore Legacy,8.0
318,WallStreet14,Ardmore Legacy,8.0
319,mjbaker80,Ardmore Legacy,5.0
320,Mark28,Ardmore Legacy,6.0
321,Jamin-Warren,Ardmore Legacy,10.0
322,obsi,Ardmore Legacy,6.0
323,clhuddlest21,Ardmore Legacy,4.0
324,NCombe,Ardmore Legacy,6.0
325,NCombe,Ardmore Legacy,6.0
326,dminor204,Ardmore Legacy,6.0
327,MuumiPeikko,Ardmore Legacy,8.0
328,dustysims77,Ardmore Legacy,6.0
329,basschaos500,Ardmore Legacy,8.0
330,IrishScott82,Ardmore Legacy,6.0
331,Leonerd,Ardmore Legacy,
332,Denartes,Ardmore Legacy,6.0
333,Sander-Verhaeghe,Ardmore Legacy,6.0
334,Sander-Verhaeghe,Ardmore Legacy,8.0
335,chrisfletcher,Ardmore Legacy,8.0
336,CoinReturn,Ardmore Legacy,8.0
337,Wisco007,Ardmore Legacy,8.0
338,William-Moss,Ardmore Legacy,2.0
339,gkellestine,Ardmore Legacy,6.0
340,LucusJDanckwart,Ardmore Legacy,8.0
341,David-Endean,Ardmore Legacy,6.0
342,rebekah,Ardmore Legacy,6.0
343,Chris-Cartier,Ardmore Legacy,6.0
344,Firewalker,Ardmore Legacy,8.0
345,Argentsol,Ardmore Legacy,6.0
346,Andrii-Kravchenko,Ardmore Legacy,10.0
347,dustysims77,Ardmore Legacy,6.0
348,Joe_C,Ardmore Legacy,8.0
349,Jamesvernon23,Ardmore Legacy,6.0
350,TOT,Ardmore Legacy,6.0
351,Nasse,Ardmore Legacy,8.0
352,bmos,Ardmore Legacy,4.0
353,haimrevolution,Ardmore Legacy,6.0
354,liquidsound,Ardmore Legacy,6.0
355,sdbkamperman,Ardmore Legacy,8.0
356,GerranLank,Ardmore Legacy,6.0
357,JoMineault,Ardmore Legacy,6.0
358,roc2062,Ardmore Legacy,6.0
359,BrennanCWolf,Ardmore Legacy,8.0
360,voidwp2556,Ardmore Legacy,6.0
361,altafsa1010,Ardmore Legacy,8.0
362,DavidCeulemans,Ardmore Legacy,4.0
363,toaster,Ardmore Legacy,8.0
364,Freddy4488,Ardmore Legacy,6.0
365,Laphroaig71,Ardmore Legacy,8.0
366,Trev-Morris,Ardmore Legacy,6.0
367,Bill-Masterson,Ardmore Legacy,4.0
368,mikemahonpa,Ardmore Legacy,
369,BradLeclerc,Ardmore Legacy,6.0
370,Rafael-Nardi,Ardmore Legacy,6.0
371,fwo40,Ardmore Legacy,6.0
372,Quentin-Wray,Ardmore Legacy,6.0
373,Olorin,Ardmore Legacy,4.0
374,Coen,Ardmore Legacy,6.0
375,Thomas-Graves,Ardmore Legacy,8.0
376,antony,Ardmore Legacy,8.0
377,Sni,Ardmore Legacy,8.0
378,Pete-Brown-Hampson,Ardmore Legacy,4.0
379,jbennettfitch,Ardmore Legacy,4.0
380,kphalo,Ardmore Legacy,6.0
381,clev3r,Ardmore Legacy,6.0
382,Bcdc076,Ardmore Legacy,8.0
383,Peatbog,Ardmore Legacy,6.0
384,simon1989,Ardmore Legacy,8.0
385,oj2506,Ardmore Legacy,8.0
386,dwhinney,Ardmore Legacy,4.0
387,larc3490,Ardmore Legacy,10.0
388,ansandand,Ardmore Legacy,6.0
389,Alex-Ng,Ardmore Legacy,4.0
390,omarcedillo1,Ardmore Legacy,8.0
391,nickvane,Ardmore Legacy,8.0
392,Hannibal,Ardmore Legacy,6.0
393,Ji--Stockmann,Ardmore Legacy,8.0
394,Benoit-Gour,Ardmore Legacy,8.0
395,nukxp36,Ardmore Legacy,10.0
396,Jonas-Angelsen,Ardmore Legacy,6.0
397,gadjet,Ardmore Legacy,6.0
398,havaska,Ardmore Legacy,6.0
399,Do0m3r,Ardmore Legacy,8.0
400,TerryDolan,Ardmore Legacy,6.0
401,Colin-Standen,Ardmore Legacy,8.0
402,bartz93,Ardmore Legacy,6.0
403,mannmithut,Ardmore Legacy,6.0
404,Ranga-De-Silva,Ardmore Legacy,6.0
405,richiepage2000,Ardmore Legacy,4.0
406,jrao2038,Ardmore Legacy,8.0
407,KRB80,Ardmore Legacy,4.0
408,The-Dom,Ardmore Legacy,8.0
409,MountainKing,Ardmore Legacy,8.0
410,lushness,Ardmore Legacy,8.0
411,aendir,Ardmore Legacy,6.0
412,WhiskyFish,Ardmore Legacy,4.0
413,oliver1991,Ardmore Legacy,8.0
414,Nathan-Ritter,Ardmore Legacy,6.0
415,Maiic,Ardmore Legacy,8.0
416,Constantijn,Ardmore Legacy,8.0
417,Blooze,Ardmore Legacy,6.0
418,Daxenus,Ardmore Legacy,6.0
419,hazwhisky,Ardmore Legacy,8.0
420,quattrojames,Ardmore Legacy,10.0
421,ValentinsBar,Ardmore Legacy,4.0
422,Scalle01,Ardmore Legacy,8.0
423,fialazol,Ardmore Legacy,4.0
424,Iringtwice,Ardmore Legacy,6.0
425,Ankur-Mandhania,Ardmore Legacy,8.0
426,Mark-Baumann,Ardmore Legacy,8.0
427,northropfrye,Ardmore Legacy,8.0
428,Brendan-Martin,Ardmore Legacy,6.0
429,craigcarlson13,Ardmore Legacy,6.0
430,Gramuel,Ardmore Legacy,8.0
431,Petr-Zajicek,Ardmore Legacy,8.0
432,drunkentiger1214,Ardmore Legacy,10.0
433,Elliot-Nahman,Ardmore Legacy,4.0
434,sdot,Ardmore Legacy,6.0
435,mmc_45,Ardmore Legacy,8.0
436,Willeeer,Ardmore Legacy,8.0
437,Clay-Ross,Ardmore Legacy,6.0
438,Benjamin-Hamborg,Ardmore Legacy,4.0
439,dHaz,Ardmore Legacy,4.0
440,dbrinkhof,Ardmore Legacy,6.0
441,Craigwilson1874,Ardmore Legacy,8.0
442,marcowijn,Ardmore Legacy,
443,eldank7,Ardmore Legacy,6.0
444,Tom-eho,Ardmore Legacy,8.0
445,TheSamDavies,Ardmore Legacy,4.0
446,Garls86,Ardmore Legacy,8.0
447,Duwstang,Ardmore Legacy,8.0
448,DirkHogervorst,Ardmore Legacy,6.0
449,LG_Scotch_Lover,Ardmore Legacy,6.0
450,Shroomax,Ardmore Legacy,6.0
451,Florian-Zeitler,Ardmore Legacy,6.0
452,Eppo,Ardmore Legacy,8.0
453,Wotze_Kalf,Ardmore Legacy,6.0
454,What5HisName,Ardmore Legacy,4.0
455,Soba45,Ardmore Legacy,6.0
456,andrewonline,Ardmore Legacy,8.0
457,Red7,Ardmore Legacy,6.0
458,vk,Ardmore Legacy,6.0
459,Demondad,Ardmore Legacy,8.0
460,Karolina-Nowicka,Ardmore Legacy,2.0
461,mjstock89-gmail-com,Ardmore Legacy,10.0
462,tobbetta,Ardmore Legacy,6.0
463,DKoh,Ardmore Legacy,4.0
464,Tbarnett14,Ardmore Legacy,8.0
465,Bart-Leeman,Ardmore Legacy,6.0
466,dani_5_9,Ardmore Legacy,6.0
467,Shootthrough,Ardmore Legacy,8.0
468,BlueinGreen,Ardmore Legacy,6.0
469,F-X-D,Ardmore Legacy,6.0
470,Maarten-Terpstra,Ardmore Legacy,6.0
471,HansHz,Ardmore Legacy,2.0
472,avsluijs,Ardmore Legacy,6.0
473,thebossman56,Ardmore Legacy,6.0
474,Mikedesnoyers,Ardmore Legacy,6.0
475,Daniel-Hoek,Ardmore Legacy,8.0
476,AndrewNelson23,Ardmore Legacy,6.0
477,andrewkent1981,Ardmore Legacy,6.0
478,Matt-Brewer,Ardmore Legacy,
479,Terrykritis,Ardmore Legacy,6.0
480,oscarbrown,Ardmore Legacy,8.0
481,Pierre-Gaugain,Ardmore Legacy,6.0
482,Brandon-Russell,Ardmore Legacy,4.0
483,designdrk,Ardmore Legacy,8.0
484,ChrisBH,Ardmore Legacy,8.0
485,Matt-Thalman,Ardmore Legacy,6.0
486,Scott-G-Jones,Ardmore Legacy,6.0
487,Jurefi,Ardmore Legacy,4.0
488,Arno-Huber,Ardmore Legacy,8.0
489,patellinho,Ardmore Legacy,4.0
490,PBMichiganWolverine,Ardmore Legacy,6.0
491,HerrRing,Ardmore Legacy,6.0
492,nieksteenhuis,Ardmore Legacy,6.0
493,Tamburlain,Ardmore Legacy,8.0
494,mrheaton,Ardmore Legacy,6.0
495,WooTeck,Ardmore Legacy,6.0
496,WollyShwadrinsky,Ardmore Legacy,8.0
497,Liamgrimmer,Ardmore Legacy,8.0
498,Kausel,Ardmore Legacy,8.0
499,James-Weatherby,Ardmore Legacy,6.0
500,Easy04,Ardmore Legacy,6.0
501,Clive,Ardmore Legacy,8.0
502,miho87,Ardmore Legacy,10.0
503,Zduk,Ardmore Legacy,8.0
504,Martin-Gallagher,Ardmore Legacy,6.0
505,Nflourish,Ardmore Legacy,6.0
506,CoffeeBlack,Ardmore Legacy,6.0
507,theMrFarnham,Ardmore Legacy,6.0
508,Scott-Farnham,Ardmore Legacy,6.0
509,mutley,Ardmore Legacy,8.0
510,ictonix,Ardmore Legacy,6.0
511,S-Jordan,Ardmore Legacy,6.0
512,robsberg,Ardmore Legacy,8.0
513,Cptndrinksalot,Ardmore Legacy,8.0
514,Gary-Chien,Ardmore Legacy,8.0
515,Edegil,Ardmore Legacy,4.0
516,Beckyb,Ardmore Legacy,2.0
517,Darko,Ardmore Legacy,4.0
518,Kaz-14er,Ardmore Legacy,6.0
519,SteveFTD,Ardmore Legacy,6.0
520,Samson-Choi,Nikka Pure Malt White Whisky,8.0
521,Melissa-Frangi,Nikka Pure Malt White Whisky,10.0
522,GuillaumeC,Nikka Pure Malt White Whisky,6.0
523,wachris,Nikka Pure Malt White Whisky,8.0
524,MrDamianOZ,Nikka Pure Malt White Whisky,10.0
525,alex_yast,Nikka Pure Malt White Whisky,9.0
526,Ranga-De-Silva,Nikka Pure Malt White Whisky,7.0
527,k27,Nikka Pure Malt White Whisky,8.0
528,timmyb1234567,Nikka Pure Malt White Whisky,6.0
529,amencol19,Nikka Pure Malt White Whisky,6.0
530,Jesper-Lind,Nikka Pure Malt White Whisky,4.0
531,daveeeeee,Nikka Pure Malt White Whisky,6.0
532,Csutter,Nikka Pure Malt White Whisky,8.0
533,Ari-Bach,Nikka Pure Malt White Whisky,8.0
534,Even-Lian-Johansen,Nikka Pure Malt White Whisky,6.0
535,Djint,Nikka Pure Malt White Whisky,6.0
536,Portugeezer78,Nikka Pure Malt White Whisky,6.0
537,C0mmugny,Nikka Pure Malt White Whisky,10.0
538,Erik-Van-de-Langemheen,Nikka Pure Malt White Whisky,8.0
539,Tippler,Nikka Pure Malt White Whisky,6.0
540,C-dric-Dautinger,Nikka Pure Malt White Whisky,8.0
541,Bixby,Nikka Pure Malt White Whisky,6.0
542,Shadd-Scott,Nikka Pure Malt White Whisky,8.0
543,fairydust898,Nikka Pure Malt White Whisky,8.0
544,Btybor13,Nikka Pure Malt White Whisky,8.0
545,Cl-ment-Malino,Nikka Pure Malt White Whisky,8.0
546,Jonny-Horsley,Nikka Pure Malt White Whisky,10.0
547,M-rio-Marques,Nikka Pure Malt White Whisky,8.0
548,mjstock89-gmail-com,Nikka Pure Malt White Whisky,8.0
549,tobbetta,Nikka Pure Malt White Whisky,6.0
550,Simon-Matthews1,Nikka Pure Malt White Whisky,4.0
551,Christophe-Candi,Nikka Pure Malt White Whisky,8.0
552,Bernardomota,Nikka Pure Malt White Whisky,8.0
553,gwmccubbin,Nikka Pure Malt White Whisky,10.0
554,thedarkandstormy1,Nikka Pure Malt White Whisky,4.0
555,Tiago-Rodrigues,Nikka Pure Malt White Whisky,8.0
556,mircohering,Nikka Pure Malt White Whisky,8.0
557,Pim-Frederix,Nikka Pure Malt White Whisky,6.0
558,teioch,Nikka Pure Malt White Whisky,8.0
559,Schmouly,Nikka Pure Malt White Whisky,6.0
560,AndrewPalmer,Nikka Pure Malt White Whisky,8.0
561,ToddCrawford,Nikka Pure Malt White Whisky,8.0
562,patellinho,Nikka Pure Malt White Whisky,8.0
563,burnett,Nikka Pure Malt White Whisky,8.0
564,Clayton-Kozak,Nikka Pure Malt White Whisky,8.0
565,Gloria-Yen,Nikka Pure Malt White Whisky,6.0
566,lynkhirosue,Nikka Pure Malt White Whisky,6.0
567,Echo,Nikka Pure Malt White Whisky,8.0
568,Alex-Pt,Nikka Pure Malt White Whisky,6.0
569,Hovlandur,Nikka Pure Malt White Whisky,6.0
570,pleiades,Nikka Pure Malt White Whisky,4.0
571,burdge,Nikka Pure Malt White Whisky,8.0
572,Yves-Alexis,Nikka Pure Malt White Whisky,10.0
573,alanpmuscat,Nikka Pure Malt White Whisky,8.0
574,Simon-Mosse,Nikka Pure Malt White Whisky,8.0
575,johnjlane,Nikka Pure Malt White Whisky,6.0
576,grimmi,Nikka Pure Malt White Whisky,6.0
577,glenshigeki,Nikka Pure Malt White Whisky,8.0
578,ericatoelle,Nikka Pure Malt White Whisky,6.0
579,steadmonster,Henry DuYore's Straight Bourbon Whiskey,7.0
580,drlewis,Henry DuYore's Straight Bourbon Whiskey,9.0
581,truittje,Henry DuYore's Straight Bourbon Whiskey,6.0
582,drlewis,Henry DuYore's Straight Bourbon Whiskey,9.0
583,Maksim,Henry DuYore's Straight Bourbon Whiskey,8.0
584,CptApollo,Henry DuYore's Straight Bourbon Whiskey,4.0
585,Jsmalarz121211,Henry DuYore's Straight Bourbon Whiskey,
586,Delores-Sams,Henry DuYore's Straight Bourbon Whiskey,4.0
