,username,whisky_name,rating
66,Eraldo-Marziano,Port Askaig 8 Year,9.0
67,donlarocca,Port Askaig 8 Year,7.0
68,peterochvargen,Port Askaig 8 Year,7.0
69,Adam-Clark1,Port Askaig 8 Year,5.0
70,Tom-McAteer,Port Askaig 8 Year,5.0
71,Bharat-Sisodiya,Port Askaig 8 Year,7.0
72,chrismhs,Port Askaig 8 Year,4.0
73,Jimbo-Cownley,Port Askaig 8 Year,6.0
74,andypwarren,Port Askaig 8 Year,8.0
75,zags1974,Port Askaig 8 Year,8.0
76,mcmccaleb,Port Askaig 8 Year,6.0
77,ttyson25,Port Askaig 8 Year,6.0
78,FF_P23,Port Askaig 8 Year,7.0
79,shight90,Port Askaig 8 Year,7.0
80,johnyy,Port Askaig 8 Year,7.0
81,techparrot,Port Askaig 8 Year,0.0
82,skibeast,Port Askaig 8 Year,8.0
83,nmatuschak,Port Askaig 8 Year,7.0
84,Doruin,Port Askaig 8 Year,6.0
85,McNeillCJ89,Port Askaig 8 Year,8.0
86,Ptaku-Ptak,Port Askaig 8 Year,7.0
87,Ptaku-Ptak,Port Askaig 8 Year,7.0
88,cleverlobo,Port Askaig 8 Year,6.0
89,sderrick,Port Askaig 8 Year,7.0
90,Gerald-Harrison-DaysGone,Port Askaig 8 Year,8.0
91,qwertydude36,Port Askaig 8 Year,2.0
92,RealMikeT,Port Askaig 8 Year,8.0
93,Tony-Cutinello,Port Askaig 8 Year,4.0
94,Angelrush,Port Askaig 8 Year,6.0
95,lytnin,Port Askaig 8 Year,0.0
96,russ64,Port Askaig 8 Year,7.0
97,Tedchainz,Port Askaig 8 Year,5.0
98,Wildturkey,Port Askaig 8 Year,8.0
99,Jan-Case,Port Askaig 8 Year,5.0
100,EStidd,Port Askaig 8 Year,6.0
101,icsteel154,Port Askaig 8 Year,6.0
102,Andrew-Swain,Port Askaig 8 Year,4.0
103,pierrebar,Port Askaig 8 Year,9.0
104,Elad-Jt,Port Askaig 8 Year,7.0
105,--859,Port Askaig 8 Year,6.0
106,M_M,Port Askaig 8 Year,6.0
107,mikeibra,Port Askaig 8 Year,9.0
108,RJBH,Port Askaig 8 Year,5.0
109,betweensilence,Port Askaig 8 Year,6.0
110,jacrawford,Port Askaig 8 Year,8.0
111,locorican68,Port Askaig 8 Year,6.0
112,divenpuff,Port Askaig 8 Year,8.0
113,Sni,Port Askaig 8 Year,8.0
114,mddamiano,Port Askaig 8 Year,5.0
115,Matt-West1,Port Askaig 8 Year,10.0
116,vwis,Port Askaig 8 Year,8.0
117,Eligor,Port Askaig 8 Year,9.0
118,Scotch_EJ,Port Askaig 8 Year,2.0
119,Carlisle,Port Askaig 8 Year,9.0
120,SimonvanRoest,Port Askaig 8 Year,9.0
121,ShivKatall,Port Askaig 8 Year,9.0
122,Karol-Hada-a,Port Askaig 8 Year,9.0
123,bornyhake,Port Askaig 8 Year,8.0
124,amandakiyanitsa,Port Askaig 8 Year,10.0
125,yandrek47,Port Askaig 8 Year,8.0
126,angiedeyong,Port Askaig 8 Year,4.0
127,PilotDags,Port Askaig 8 Year,8.0
128,WhistleWetter44,Port Askaig 8 Year,6.0
129,roosh,Port Askaig 8 Year,7.0
130,skillman020,Port Askaig 8 Year,9.0
131,kandrew1,Port Askaig 8 Year,6.0
132,Steve-Hafner,Port Askaig 8 Year,6.0
133,ngolofane,Port Askaig 8 Year,6.0
134,ddc1837,Port Askaig 8 Year,7.0
135,waddelles,Port Askaig 8 Year,7.0
136,darney,Port Askaig 8 Year,7.0
137,jrexx7,Port Askaig 8 Year,6.0
138,Peppery_C,Port Askaig 8 Year,7.0
139,Aaron-Boykins,Port Askaig 8 Year,8.0
140,JeffShaw,Port Askaig 8 Year,3.0
141,Maiic,Port Askaig 8 Year,8.0
142,stensig04,Port Askaig 8 Year,5.0
143,Nangsta,Port Askaig 8 Year,6.0
144,Dean-M-Tzobanakis,Port Askaig 8 Year,5.0
145,TonyScaggs,Port Askaig 8 Year,8.0
146,byip12,Port Askaig 8 Year,7.0
147,emanprudentemd,Port Askaig 8 Year,6.0
148,jake26point2,Port Askaig 8 Year,3.0
149,irouge,Port Askaig 8 Year,10.0
150,rmcintosh,Port Askaig 8 Year,8.0
151,duivvv,Port Askaig 8 Year,8.0
152,boova01,Port Askaig 8 Year,1.0
153,Martin-Molin,Port Askaig 8 Year,9.0
154,ThoreRK,Port Askaig 8 Year,6.0
155,Brendan-Powers,Port Askaig 8 Year,5.0
156,Marco-Mignola,Port Askaig 8 Year,8.0
157,eliburtonwatts,Port Askaig 8 Year,7.0
158,PeterKoesveld,Port Askaig 8 Year,6.0
159,xtr33m4n,Port Askaig 8 Year,8.0
160,Simbud,Port Askaig 8 Year,6.0
161,Sam-Ho,Port Askaig 8 Year,8.0
162,Roberto-Agnello,Port Askaig 8 Year,6.0
163,Toby-Meatyard,Port Askaig 8 Year,8.0
164,Soba45,Port Askaig 8 Year,6.0
165,Atanas-Djondjourov,Port Askaig 8 Year,6.0
166,dmadoch,Port Askaig 8 Year,8.0
167,zaksmith86,Port Askaig 8 Year,
168,Stanislaus,Port Askaig 8 Year,10.0
169,Marau,Port Askaig 8 Year,4.0
170,dribarchak,Port Askaig 8 Year,4.0
171,mrkimile,Port Askaig 8 Year,8.0
172,Brian-Malinowski,Port Askaig 8 Year,10.0
173,bjantz,Port Askaig 8 Year,6.0
174,William-Joosse,Port Askaig 8 Year,8.0
175,gromimd,Port Askaig 8 Year,4.0
176,jkwilson0,Port Askaig 8 Year,6.0
177,ddrem,Port Askaig 8 Year,6.0
178,jtiehen,Port Askaig 8 Year,8.0
179,Erik-Van-de-Langemheen,Port Askaig 8 Year,6.0
180,fastcobra,Port Askaig 8 Year,8.0
181,kumi83,Port Askaig 8 Year,4.0
182,Adopt-a,Port Askaig 8 Year,2.0
183,AndyLincoln,Port Askaig 8 Year,8.0
184,WhiskeyBeardAlso,Port Askaig 8 Year,6.0
185,Matt-Walker,Port Askaig 8 Year,8.0
186,Matt-Linfoot,Port Askaig 8 Year,8.0
187,Stephanie_Moreno,Port Askaig 8 Year,6.0
188,johnnyscotcher,Port Askaig 8 Year,6.0
189,James-Webber,Port Askaig 8 Year,4.0
190,hardbig,Port Askaig 8 Year,
191,Jeroen-Van-Boxem,Port Askaig 8 Year,8.0
192,PBMichiganWolverine,Port Askaig 8 Year,8.0
193,Portugeezer78,Port Askaig 8 Year,6.0
194,fairydust898,Port Askaig 8 Year,6.0
195,476Chevy,Clyde May's Straight Bourbon,7.0
196,Brian-Leonard,Clyde May's Straight Bourbon,5.0
197,mhoh57,Clyde May's Straight Bourbon,6.0
198,rleopa01,Clyde May's Straight Bourbon,6.0
199,jsaari,Clyde May's Straight Bourbon,5.0
200,ErikRichter,Clyde May's Straight Bourbon,5.0
201,Shawn-Simmons,Clyde May's Straight Bourbon,7.0
202,jalmanzar,Clyde May's Straight Bourbon,8.0
203,mjstraws,Clyde May's Straight Bourbon,7.0
204,Nismo_P,Clyde May's Straight Bourbon,8.0
205,Benjamin-Cates,Clyde May's Straight Bourbon,10.0
206,rilezb,Clyde May's Straight Bourbon,6.0
207,Glen-Peterson,Clyde May's Straight Bourbon,6.0
208,angel_01216,Clyde May's Straight Bourbon,7.0
209,ApollosBourbon,Clyde May's Straight Bourbon,6.0
210,jmsimmons623,Clyde May's Straight Bourbon,7.0
211,daveneve,Clyde May's Straight Bourbon,8.0
212,Bourbonman68,Clyde May's Straight Bourbon,6.0
213,rpdram,Clyde May's Straight Bourbon,7.0
214,Dermott-Dowling,Clyde May's Straight Bourbon,6.0
215,Joseph-Hannasch,Clyde May's Straight Bourbon,7.0
216,Joseph-Hannasch,Clyde May's Straight Bourbon,9.0
217,mdkist,Clyde May's Straight Bourbon,6.0
218,treywest,Clyde May's Straight Bourbon,7.0
219,SteveFred86,Clyde May's Straight Bourbon,6.0
220,daby111,Clyde May's Straight Bourbon,5.0
221,cdpaz1025,Clyde May's Straight Bourbon,7.0
222,MattDaddy12,Clyde May's Straight Bourbon,5.0
223,Chrisk4099,Clyde May's Straight Bourbon,7.0
224,Quiznos03,Clyde May's Straight Bourbon,9.0
225,awalker2014,Clyde May's Straight Bourbon,7.0
226,ChubbsyBear,Clyde May's Straight Bourbon,8.0
227,Topher-Fryzel,Clyde May's Straight Bourbon,9.0
228,imagingh,Clyde May's Straight Bourbon,7.0
229,beejaydub,Clyde May's Straight Bourbon,6.0
230,kstehle,Clyde May's Straight Bourbon,5.0
231,Zenus,Clyde May's Straight Bourbon,7.0
232,rivadavia,Clyde May's Straight Bourbon,4.0
233,tatehenrysmith,Clyde May's Straight Bourbon,5.0
234,Sergio-Fernandez1,Clyde May's Straight Bourbon,6.0
235,Exelixi,Clyde May's Straight Bourbon,5.0
236,runrevcollins,Clyde May's Straight Bourbon,6.0
237,ghoff1010,Clyde May's Straight Bourbon,6.0
238,koric101,Clyde May's Straight Bourbon,7.0
239,Mharris264,Clyde May's Straight Bourbon,6.0
240,abbies920,Clyde May's Straight Bourbon,4.0
241,bjbickimer0625,Clyde May's Straight Bourbon,8.0
242,PaxScoggs,Clyde May's Straight Bourbon,8.0
243,rhymeswithswen,Clyde May's Straight Bourbon,7.0
244,Ernesto-Ortiz,Clyde May's Straight Bourbon,5.0
245,jasonjhood,Clyde May's Straight Bourbon,8.0
246,Jp543,Clyde May's Straight Bourbon,6.0
247,MaltWhitman,Clyde May's Straight Bourbon,7.0
248,rsoule,Clyde May's Straight Bourbon,7.0
249,ColAngus,Clyde May's Straight Bourbon,7.0
250,sensei04,Clyde May's Straight Bourbon,7.0
251,P1CHAD,Clyde May's Straight Bourbon,8.0
252,jacobbauman1018,Clyde May's Straight Bourbon,5.0
253,RKOwens1965,Clyde May's Straight Bourbon,5.0
254,ReleaseTheKrakenVT,Clyde May's Straight Bourbon,6.0
255,mindtrip2012,Clyde May's Straight Bourbon,7.0
256,eb903,Clyde May's Straight Bourbon,8.0
257,Alicia-D,Clyde May's Straight Bourbon,4.0
258,Connor-Moore1,Clyde May's Straight Bourbon,7.0
259,djrockefeller,Clyde May's Straight Bourbon,6.0
260,bmarceau,Clyde May's Straight Bourbon,7.0
261,Jaso2K,Clyde May's Straight Bourbon,8.0
262,druss40,Clyde May's Straight Bourbon,8.0
263,beyoda,Clyde May's Straight Bourbon,7.0
264,salford12,Clyde May's Straight Bourbon,6.0
265,wab5008,Clyde May's Straight Bourbon,7.0
266,mhinkson,Clyde May's Straight Bourbon,7.0
267,CHubbs139,Clyde May's Straight Bourbon,5.0
268,Jleecox12,Clyde May's Straight Bourbon,7.0
269,rydwhite,Clyde May's Straight Bourbon,6.0
270,bourbanmikeyk,Clyde May's Straight Bourbon,6.0
271,Fosterjm,Clyde May's Straight Bourbon,8.0
272,andre3423,Clyde May's Straight Bourbon,2.0
273,Towerrubble,Clyde May's Straight Bourbon,6.0
274,maddawg56131,Clyde May's Straight Bourbon,7.0
275,keeganfioravanti,Clyde May's Straight Bourbon,8.0
276,CincyChops,Clyde May's Straight Bourbon,7.0
277,eddie_james,Clyde May's Straight Bourbon,8.0
278,pwatson70,Clyde May's Straight Bourbon,8.0
279,robertjobst,Clyde May's Straight Bourbon,7.0
280,osu_tim,Clyde May's Straight Bourbon,7.0
281,Dani-Murphy,Clyde May's Straight Bourbon,5.0
282,jack1982,Clyde May's Straight Bourbon,6.0
283,Markov87,Clyde May's Straight Bourbon,6.0
284,Jeffhwy2003,Clyde May's Straight Bourbon,7.0
285,treecetd,Clyde May's Straight Bourbon,7.0
286,BCates87,Clyde May's Straight Bourbon,8.0
287,RunninTexas,Clyde May's Straight Bourbon,7.0
288,Jake8812,Clyde May's Straight Bourbon,6.0
289,Cr1pro,Clyde May's Straight Bourbon,8.0
290,dlcarey,Clyde May's Straight Bourbon,9.0
291,brianhartman1202,Clyde May's Straight Bourbon,8.0
292,JakeJohnson,Clyde May's Straight Bourbon,6.0
293,kirbstuff,Clyde May's Straight Bourbon,8.0
294,aubreyshoe,Clyde May's Straight Bourbon,8.0
295,nickbeek,Clyde May's Straight Bourbon,7.0
296,metbell,Clyde May's Straight Bourbon,5.0
297,gdrewniak,Clyde May's Straight Bourbon,7.0
298,ThaMagnificentKevan,Clyde May's Straight Bourbon,8.0
299,nico_,Clyde May's Straight Bourbon,6.0
300,Ethan-Hunter,Clyde May's Straight Bourbon,7.0
301,superj73,Clyde May's Straight Bourbon,8.0
302,Whiskey_Road,Clyde May's Straight Bourbon,4.0
303,dlamb919,Clyde May's Straight Bourbon,7.0
304,jdpetrus,Clyde May's Straight Bourbon,
305,msdrysdale,Clyde May's Straight Bourbon,10.0
306,numberonecoog,Clyde May's Straight Bourbon,4.0
307,daby111,Clyde May's Straight Bourbon,5.0
308,jpturbo76,Clyde May's Straight Bourbon,7.0
309,Graham-Wise,Clyde May's Straight Bourbon,7.0
310,vegasreno49,Clyde May's Straight Bourbon,8.0
311,Maria-Tonry,Clyde May's Straight Bourbon,7.0
312,archero,Clyde May's Straight Bourbon,8.0
313,JWheeler,Clyde May's Straight Bourbon,7.0
314,DiCarlo68,Clyde May's Straight Bourbon,6.0
315,Jamon-Bailey,Clyde May's Straight Bourbon,7.0
316,skennedy1586,Clyde May's Straight Bourbon,7.0
317,peterweinman,Clyde May's Straight Bourbon,7.0
318,Sonic8222,Clyde May's Straight Bourbon,4.0
319,Scott_W,Clyde May's Straight Bourbon,7.0
320,mgulkis,Clyde May's Straight Bourbon,7.0
321,swbcgiles,Clyde May's Straight Bourbon,5.0
322,kmerr1,Clyde May's Straight Bourbon,8.0
323,rivadavia,Clyde May's Straight Bourbon,5.0
324,aimeem20,Clyde May's Straight Bourbon,6.0
325,psubutz,Clyde May's Straight Bourbon,7.0
326,Josh-Robinson,Clyde May's Straight Bourbon,9.0
327,torkteam,Clyde May's Straight Bourbon,8.0
328,Scott_W,Clyde May's Straight Bourbon,6.0
329,AJT,Clyde May's Straight Bourbon,6.0
330,kevinlachat,Clyde May's Straight Bourbon,8.0
331,KyleDavis,Clyde May's Straight Bourbon,9.0
332,David-Pennell,Clyde May's Straight Bourbon,8.0
333,whiskeyed,Clyde May's Straight Bourbon,8.0
334,jtsorauf,Clyde May's Straight Bourbon,6.0
335,mhallman9903,Clyde May's Straight Bourbon,4.0
336,titaniumgears,Clyde May's Straight Bourbon,8.0
337,SheaSpeed,Clyde May's Straight Bourbon,7.0
338,Xmen,Clyde May's Straight Bourbon,4.0
339,D_Nashvillain,Clyde May's Straight Bourbon,6.0
340,wlathan,Clyde May's Straight Bourbon,7.0
341,rjcal01,Clyde May's Straight Bourbon,7.0
342,nico_,Clyde May's Straight Bourbon,6.0
343,Pugsweaters,Clyde May's Straight Bourbon,6.0
344,habend,Clyde May's Straight Bourbon,5.0
345,apesays,Clyde May's Straight Bourbon,8.0
346,carlrm,Clyde May's Straight Bourbon,7.0
347,Nate-Jones,Clyde May's Straight Bourbon,8.0
348,uvolnitbrewing,Clyde May's Straight Bourbon,8.0
349,KPX1138,Clyde May's Straight Bourbon,8.0
350,Aged-One,Clyde May's Straight Bourbon,6.0
351,riley_4d,Clyde May's Straight Bourbon,7.0
352,Ohms_Law,Clyde May's Straight Bourbon,8.0
353,surrea3k,Clyde May's Straight Bourbon,5.0
354,thead9,Clyde May's Straight Bourbon,6.0
355,conpardo,Clyde May's Straight Bourbon,6.0
356,Elaina,Clyde May's Straight Bourbon,8.0
357,hbiram,Clyde May's Straight Bourbon,8.0
358,pgalls,Clyde May's Straight Bourbon,7.0
359,Sarah-Foster,Clyde May's Straight Bourbon,7.0
360,Michael-Reese,Clyde May's Straight Bourbon,7.0
361,KPX1138,Clyde May's Straight Bourbon,8.0
362,Robert-Gartside,Clyde May's Straight Bourbon,6.0
363,beerjeff,Clyde May's Straight Bourbon,
364,beerjeff,Clyde May's Straight Bourbon,
365,saevans1220,Clyde May's Straight Bourbon,7.0
366,rivadavia,Clyde May's Straight Bourbon,5.0
367,woodsman07,Clyde May's Straight Bourbon,6.0
368,spapez,Clyde May's Straight Bourbon,6.0
369,kingt40,Clyde May's Straight Bourbon,5.0
370,Mo-Brockman,Clyde May's Straight Bourbon,7.0
371,tadmoon,Clyde May's Straight Bourbon,6.0
372,Dan_Frijoles,Clyde May's Straight Bourbon,8.0
373,adam_26,Clyde May's Straight Bourbon,7.0
374,BoilerUp,Clyde May's Straight Bourbon,7.0
375,Dustin-Stallings,Clyde May's Straight Bourbon,7.0
376,BloopEatsTrog,Clyde May's Straight Bourbon,8.0
377,apwebb13,Clyde May's Straight Bourbon,4.0
378,ForestMan,Clyde May's Straight Bourbon,8.0
379,Smellypoopoohead,Clyde May's Straight Bourbon,6.0
380,Eric-Cunningham,Clyde May's Straight Bourbon,7.0
381,Cory-Lewber,Clyde May's Straight Bourbon,8.0
382,Purpleicing,Clyde May's Straight Bourbon,6.0
383,Steven-Dobson1,Clyde May's Straight Bourbon,7.0
384,Rick-Leith,Clyde May's Straight Bourbon,6.0
385,YakZ,Clyde May's Straight Bourbon,7.0
386,Art-rs-Zvejsalnieks1,Clyde May's Straight Bourbon,9.0
387,kbrettmurphy,Clyde May's Straight Bourbon,6.0
388,peegh1212,Clyde May's Straight Bourbon,7.0
389,sderrick,Clyde May's Straight Bourbon,8.0
390,Jojsmith,Clyde May's Straight Bourbon,4.0
391,Kyle44,Clyde May's Straight Bourbon,7.0
392,Norris16,Clyde May's Straight Bourbon,8.0
393,zmasc,Clyde May's Straight Bourbon,6.0
394,adams3ja,Clyde May's Straight Bourbon,8.0
395,abminezh,Clyde May's Straight Bourbon,8.0
396,my73ttop,Clyde May's Straight Bourbon,8.0
397,gregself,Clyde May's Straight Bourbon,7.0
398,CheetahKeeper1,Clyde May's Straight Bourbon,7.0
399,Macred09,Clyde May's Straight Bourbon,7.0
400,sabreson360,Clyde May's Straight Bourbon,8.0
401,AJBrecht12,Clyde May's Straight Bourbon,8.0
402,Brett_Honig,Clyde May's Straight Bourbon,7.0
403,ecarr13,Clyde May's Straight Bourbon,7.0
404,emac2500,Clyde May's Straight Bourbon,7.0
405,jerry22556,Clyde May's Straight Bourbon,7.0
406,gropp6,Clyde May's Straight Bourbon,3.0
407,Buckeyes123,Clyde May's Straight Bourbon,8.0
408,BobbyRay22,Clyde May's Straight Bourbon,6.0
409,Tim27,Clyde May's Straight Bourbon,6.0
410,jaseinthehouse,Clyde May's Straight Bourbon,8.0
411,smpuccetti,Clyde May's Straight Bourbon,7.0
412,Clay-Smith,Clyde May's Straight Bourbon,6.0
413,BeerlySpirited,Clyde May's Straight Bourbon,7.0
414,James-Ward,Clyde May's Straight Bourbon,6.0
415,jbspence3,Clyde May's Straight Bourbon,
416,Speak2Me,Clyde May's Straight Bourbon,7.0
417,Matt-Bales,Clyde May's Straight Bourbon,5.0
418,ctbeck11,Clyde May's Straight Bourbon,5.0
419,CPWhiskey678,Clyde May's Straight Bourbon,7.0
420,Justinsowhat,Clyde May's Straight Bourbon,6.0
421,Justinsowhat,Clyde May's Straight Bourbon,5.0
422,ottootto,Clyde May's Straight Bourbon,7.0
423,tiajea,Clyde May's Straight Bourbon,6.0
424,Doruin,Clyde May's Straight Bourbon,6.0
425,CoffeeBlack,Clyde May's Straight Bourbon,7.0
426,Dud,Clyde May's Straight Bourbon,6.0
427,oghindukush,Clyde May's Straight Bourbon,
428,nmartinez1015,Clyde May's Straight Bourbon,6.0
429,Mike-Kane,Clyde May's Straight Bourbon,7.0
430,HawkRawk21,Clyde May's Straight Bourbon,6.0
431,dr1206,Clyde May's Straight Bourbon,6.0
432,scottyreese,Clyde May's Straight Bourbon,8.0
433,aanokint,Clyde May's Straight Bourbon,7.0
434,LoganBlough,Clyde May's Straight Bourbon,6.0
435,Stephen-Wright,Clyde May's Straight Bourbon,6.0
436,emac2500,Clyde May's Straight Bourbon,8.0
437,Ari-Liam,Clyde May's Straight Bourbon,10.0
438,Jeremy-W-Miller,Clyde May's Straight Bourbon,9.0
439,Jeremy-W-Miller,Clyde May's Straight Bourbon,8.0
440,mlagrow,Clyde May's Straight Bourbon,7.0
441,MetzWhiskey216,Clyde May's Straight Bourbon,7.0
442,PolarAce,Clyde May's Straight Bourbon,7.0
443,njrolland,Clyde May's Straight Bourbon,7.0
444,Josiah-Wollan,Clyde May's Straight Bourbon,8.0
445,Angel-Maldonado,Clyde May's Straight Bourbon,7.0
446,Jack-Frederick,Clyde May's Straight Bourbon,8.0
447,Solomon91,Clyde May's Straight Bourbon,10.0
448,kjbphillyfan,Clyde May's Straight Bourbon,6.0
449,Zaxx54,Clyde May's Straight Bourbon,7.0
450,thom2388,Clyde May's Straight Bourbon,3.0
451,gchase13,Clyde May's Straight Bourbon,5.0
452,elperez,Clyde May's Straight Bourbon,2.0
453,WhiskyNovice,Clyde May's Straight Bourbon,7.0
454,worsham4943,Clyde May's Straight Bourbon,6.0
455,CurtainThePeerless,Clyde May's Straight Bourbon,7.0
456,NewRiff4me2,Clyde May's Straight Bourbon,6.0
457,Kyle-Posey,Clyde May's Straight Bourbon,8.0
458,hp110jhp,Clyde May's Straight Bourbon,7.0
459,Fennellcakes,Clyde May's Straight Bourbon,1.0
460,Bwhiskey,Clyde May's Straight Bourbon,7.0
461,jdottie88,Clyde May's Straight Bourbon,7.0
462,jmass909,Clyde May's Straight Bourbon,7.0
463,Joey-Ludwig,Clyde May's Straight Bourbon,8.0
464,jganotis,Clyde May's Straight Bourbon,8.0
465,whiskey_sloth,Clyde May's Straight Bourbon,8.0
466,hooperke,Clyde May's Straight Bourbon,8.0
467,tjkerahs,Clyde May's Straight Bourbon,8.0
468,cdelaney3395,Clyde May's Straight Bourbon,6.0
469,SWFanMan,Clyde May's Straight Bourbon,8.0
470,redhouse,Clyde May's Straight Bourbon,9.0
471,abax,Clyde May's Straight Bourbon,7.0
472,Jonathan-Prendergast,Clyde May's Straight Bourbon,6.0
473,fatty2084,Clyde May's Straight Bourbon,6.0
474,Chris-Richardson1,Clyde May's Straight Bourbon,8.0
475,SchtinerBock,Clyde May's Straight Bourbon,7.0
476,vincentbud,Clyde May's Straight Bourbon,8.0
477,puma114,Clyde May's Straight Bourbon,8.0
478,Kevin-Rosen,Clyde May's Straight Bourbon,6.0
479,keats89,Clyde May's Straight Bourbon,6.0
480,svkinnan,Clyde May's Straight Bourbon,4.0
481,Stilllearnin,Clyde May's Straight Bourbon,7.0
482,JosephT,Clyde May's Straight Bourbon,
483,Dante-Fowler,Clyde May's Straight Bourbon,8.0
484,Parks17,Clyde May's Straight Bourbon,8.0
485,ryanc919,Clyde May's Straight Bourbon,7.0
486,magicalpoet,Clyde May's Straight Bourbon,7.0
487,djchuckles,Clyde May's Straight Bourbon,7.0
488,Craig-Brown,Clyde May's Straight Bourbon,7.0
489,TheBigU,Clyde May's Straight Bourbon,8.0
490,massier2,Clyde May's Straight Bourbon,7.0
491,nicholasbalk,Clyde May's Straight Bourbon,7.0
492,tfullem,Clyde May's Straight Bourbon,7.0
493,McNeillCJ89,Clyde May's Straight Bourbon,8.0
494,rivadavia,Clyde May's Straight Bourbon,6.0
495,assaultnpepper69,Clyde May's Straight Bourbon,7.0
496,jswig,Clyde May's Straight Bourbon,7.0
497,Mastro14,Clyde May's Straight Bourbon,7.0
498,tiana,Clyde May's Straight Bourbon,6.0
499,tollie76,Clyde May's Straight Bourbon,7.0
500,mddamiano,Clyde May's Straight Bourbon,4.0
501,mddamiano,Clyde May's Straight Bourbon,4.0
502,bsc6119,Clyde May's Straight Bourbon,7.0
503,JJHendricks48,Clyde May's Straight Bourbon,8.0
504,cpinney,Clyde May's Straight Bourbon,8.0
505,lemzeigler,Clyde May's Straight Bourbon,0.0
506,theuncorkedtraveler,Clyde May's Straight Bourbon,10.0
507,Mattrinaldi7,Clyde May's Straight Bourbon,9.0
508,Zostradamus30,Clyde May's Straight Bourbon,7.0
509,cshulman32,Clyde May's Straight Bourbon,7.0
510,apg23,Clyde May's Straight Bourbon,7.0
511,Skuba89,Clyde May's Straight Bourbon,8.0
512,goldglove31,Clyde May's Straight Bourbon,7.0
513,monte32,Clyde May's Straight Bourbon,7.0
514,charnLAWLZ,Clyde May's Straight Bourbon,7.0
515,Cameron-Bennett,Clyde May's Straight Bourbon,7.0
516,dchadpage,Clyde May's Straight Bourbon,2.0
517,Smittywhiskey,Clyde May's Straight Bourbon,6.0
518,School10mom,Clyde May's Straight Bourbon,6.0
519,AndreGarces,Clyde May's Straight Bourbon,7.0
520,ghodges,Clyde May's Straight Bourbon,8.0
