,username,whisky_name,rating
102,Santid,Johnnie Walker Swing,5.0
103,lukaszoliwa,Johnnie Walker Swing,4.0
104,calba,Johnnie Walker Swing,7.0
105,arr,Johnnie Walker Swing,7.0
106,umanad,Johnnie Walker Swing,7.0
107,Neal-Moran,Johnnie Walker Swing,7.0
108,ATOM,Johnnie Walker Swing,6.0
109,Fernando-Tauscher,Johnnie Walker Swing,6.0
110,Jose-Massu-Espinel,Johnnie Walker Swing,8.0
111,AndrewDrinks,Johnnie Walker Swing,5.0
112,Mauricio-Gross,Johnnie Walker Swing,6.0
113,tjunkens,Johnnie Walker Swing,7.0
114,FF_P23,Johnnie Walker Swing,7.0
115,hunnygirl,Johnnie Walker Swing,8.0
116,thefrugalwhiskysnob,Johnnie Walker Swing,8.0
117,dsdmf,Johnnie Walker Swing,5.0
118,dEEE,Johnnie Walker Swing,6.0
119,gallaghersej,Johnnie Walker Swing,3.0
120,carlrm,Johnnie Walker Swing,8.0
121,Marc-Bianco,Johnnie Walker Swing,7.0
122,MaciejG10,Johnnie Walker Swing,6.0
123,dredcab,Johnnie Walker Swing,6.0
124,ajdecker21,Johnnie Walker Swing,6.0
125,Anibal-Noguera,Johnnie Walker Swing,6.0
126,Cakker,Johnnie Walker Swing,6.0
127,Cakker,Johnnie Walker Swing,7.0
128,adimassimo,Johnnie Walker Swing,3.0
129,Andrei-Diachenko,Johnnie Walker Swing,8.0
130,creed1727,Johnnie Walker Swing,8.0
131,gtnishi,Johnnie Walker Swing,6.0
132,nick1988,Johnnie Walker Swing,7.0
133,RemcoNiens,Johnnie Walker Swing,7.0
134,esundsboe,Johnnie Walker Swing,6.0
135,Rist,Johnnie Walker Swing,8.0
136,Brendan-Mai,Johnnie Walker Swing,7.0
137,Celio,Johnnie Walker Swing,6.0
138,Antonio-Dajer,Johnnie Walker Swing,6.0
139,wazzser,Johnnie Walker Swing,7.0
140,Kirtpoff,Johnnie Walker Swing,4.0
141,fabiopiaui,Johnnie Walker Swing,6.0
142,jfconcep,Johnnie Walker Swing,7.0
143,sampsonite1221,Johnnie Walker Swing,7.0
144,John-Lustrea,Johnnie Walker Swing,8.0
145,tenmueller,Johnnie Walker Swing,7.0
146,hawkeyes1988,Johnnie Walker Swing,5.0
147,dogmatagram,Johnnie Walker Swing,6.0
148,ajmather,Johnnie Walker Swing,8.0
149,chasej,Johnnie Walker Swing,8.0
150,jageach,Johnnie Walker Swing,4.0
151,scotttime,Johnnie Walker Swing,6.0
152,geo3,Johnnie Walker Swing,8.0
153,mavictre,Johnnie Walker Swing,10.0
154,johnnieblack1963,Johnnie Walker Swing,6.0
155,peterlordaus,Johnnie Walker Swing,6.0
156,sodiwater,Johnnie Walker Swing,
157,jonmbeskin,Johnnie Walker Swing,4.0
158,jcdelosreyes,Johnnie Walker Swing,8.0
159,tbar,Johnnie Walker Swing,8.0
160,Jfmendoza,Johnnie Walker Swing,8.0
161,Per-Arne-Sveia,Johnnie Walker Swing,8.0
162,Lazarus,Johnnie Walker Swing,8.0
163,edgarapo,Johnnie Walker Swing,8.0
164,kj1060,Johnnie Walker Swing,4.0
165,MR1227,Johnnie Walker Swing,4.0
166,Nick196,Johnnie Walker Swing,6.0
167,Karl-Vrolijk,Johnnie Walker Swing,4.0
168,Johnnyscotchusa,Johnnie Walker Swing,4.0
169,ajmather,Johnnie Walker Swing,8.0
170,cyts,Johnnie Walker Swing,6.0
171,Nicholas-Orcullo,Johnnie Walker Swing,4.0
172,Walter-Alfredo-Rodriguez-To,Johnnie Walker Swing,8.0
173,Everyone_dies,Johnnie Walker Swing,6.0
174,KStasch,Johnnie Walker Swing,8.0
175,Matt-Griffiths,Johnnie Walker Swing,8.0
176,aeroriddle,Johnnie Walker Swing,8.0
177,Robbi333,Johnnie Walker Swing,6.0
178,John-Johnson1,Johnnie Walker Swing,6.0
179,blondesandreds,Johnnie Walker Swing,8.0
180,Mick-Choosup,Johnnie Walker Swing,8.0
181,glamrox,Johnnie Walker Swing,8.0
182,JohnWDunn,Johnnie Walker Swing,8.0
183,PancorvoM,Johnnie Walker Swing,6.0
184,Brotherjoe,Johnnie Walker Swing,6.0
185,Amandeep-Singh,Johnnie Walker Swing,8.0
186,unionguy77,Johnnie Walker Swing,8.0
187,jbaxs3,Johnnie Walker Swing,6.0
188,Marius-Maro-Du-Randt,Johnnie Walker Swing,6.0
189,Griffin1845,Johnnie Walker Swing,6.0
190,KJYano,Johnnie Walker Swing,8.0
191,JT-Scotch,Johnnie Walker Swing,8.0
192,Manuel10,Johnnie Walker Swing,8.0
193,PBMichiganWolverine,Johnnie Walker Swing,4.0
194,msheddan,Johnnie Walker Swing,6.0
195,sos140,Johnnie Walker Swing,10.0
196,franwongkt,Johnnie Walker Swing,4.0
197,A-Wappie,Johnnie Walker Swing,5.0
198,Zack-Dryer,Johnnie Walker Swing,6.0
199,fbalarezo,Johnnie Walker Swing,8.0
200,Demitri,Johnnie Walker Swing,8.0
201,ewelv,Johnnie Walker Swing,6.0
202,Jdiddy311,Johnnie Walker Swing,8.0
203,Eduard,Johnnie Walker Swing,6.0
204,bsylar,Johnnie Walker Swing,6.0
205,gogolick,Johnnie Walker Swing,6.0
206,Joseph-Herszkopf,Johnnie Walker Swing,8.0
207,sebastian-siberman,Johnnie Walker Swing,4.0
208,Daniel-Hammer1,Johnnie Walker Swing,8.0
209,Luiz-Antonio-de-Jesus,Johnnie Walker Swing,6.0
210,DanWill3030,Johnnie Walker Swing,4.0
211,Carlos-Loyo,Johnnie Walker Swing,8.0
212,dt34,Johnnie Walker Swing,4.0
213,rwuarch,Johnnie Walker Swing,8.0
214,Faircem,Johnnie Walker Swing,8.0
215,nicjimash,Johnnie Walker Swing,8.0
216,Renato-Barrios,Johnnie Walker Swing,8.0
217,jitrix,Johnnie Walker Swing,4.0
218,wuhantang,Johnnie Walker Swing,8.0
219,fieldage,Johnnie Walker Swing,6.0
220,Dastardly-Drams,Johnnie Walker Swing,10.0
221,Daniel-Brunelli,Johnnie Walker Swing,4.0
222,Chill99,Johnnie Walker Swing,6.0
223,Ziad-T-Al-Douaihy,Johnnie Walker Swing,6.0
224,Studebaker101,Johnnie Walker Swing,4.0
225,Ryerish,Johnnie Walker Swing,6.0
226,Reegz,Johnnie Walker Swing,6.0
227,Luis-Cartezani,Johnnie Walker Swing,8.0
228,MrToneAddicted,Johnnie Walker Swing,6.0
229,Bnida1100,Johnnie Walker Swing,6.0
230,ramyglez,Johnnie Walker Swing,6.0
231,Marcos-Merlin,Johnnie Walker Swing,6.0
232,gadjet,Johnnie Walker Swing,4.0
233,freakinbluechair,Johnnie Walker Swing,4.0
234,Grimreaper,Johnnie Walker Swing,4.0
235,ironchefaber,Johnnie Walker Swing,6.0
236,seth-betteridge,Johnnie Walker Swing,10.0
237,boviscopophobic,Johnnie Walker Swing,6.0
238,kamsmith,Johnnie Walker Swing,4.0
239,Phil-Namdar,Johnnie Walker Swing,4.0
240,charliefl,Johnnie Walker Swing,6.0
241,Daniel-Hammer,Johnnie Walker Swing,8.0
242,Rodrigo-Correa,Johnnie Walker Swing,8.0
243,chicopie,Johnnie Walker Swing,6.0
244,CID,Johnnie Walker Swing,8.0
245,crazy_sake_guy,Johnnie Walker Swing,8.0
246,ipmn,Johnnie Walker Swing,4.0
247,Mauricio-Flores-Morales,Johnnie Walker Swing,6.0
248,Tad-Drake,Johnnie Walker Swing,6.0
249,Dylan-Wyatt,Johnnie Walker Swing,6.0
250,Adrian-Sequeira,Johnnie Walker Swing,8.0
251,Pilip,Johnnie Walker Swing,6.0
252,Brunuh-Passos,Johnnie Walker Swing,8.0
253,Carol,Johnnie Walker Swing,4.0
254,janmarroque,Johnnie Walker Swing,4.0
255,coll54_2000,Johnnie Walker Swing,6.0
256,Adaminak,Johnnie Walker Swing,4.0
257,kurtbp587,Johnnie Walker Swing,6.0
258,Racer-B,Johnnie Walker Swing,8.0
259,T-Scott,Johnnie Walker Swing,6.0
260,m-weber,Johnnie Walker Swing,10.0
261,Stig-Christensen,Johnnie Walker Swing,8.0
262,Quinn-Hayward,White Walker by Johnnie Walker,1.0
263,owenvk,White Walker by Johnnie Walker,7.0
264,jucvieira,White Walker by Johnnie Walker,4.0
265,Spacemenneke,White Walker by Johnnie Walker,5.0
266,ysaia,White Walker by Johnnie Walker,5.0
267,Connor-Parkes,White Walker by Johnnie Walker,6.0
268,kschosinsky,White Walker by Johnnie Walker,5.0
269,Charles-Chan,White Walker by Johnnie Walker,7.0
270,doclarse,White Walker by Johnnie Walker,6.0
271,wissam_mekary,White Walker by Johnnie Walker,
272,Yves-Boutin,White Walker by Johnnie Walker,9.0
273,Nolen-Lah,White Walker by Johnnie Walker,6.0
274,mattwalker4540,White Walker by Johnnie Walker,6.0
275,or1234,White Walker by Johnnie Walker,8.0
276,BURENOSECA,White Walker by Johnnie Walker,
277,GustavoRuy13,White Walker by Johnnie Walker,4.0
278,Yeison-Seijas,White Walker by Johnnie Walker,7.0
279,scubillo,White Walker by Johnnie Walker,4.0
280,HPoltergeist,White Walker by Johnnie Walker,9.0
281,MrAlfabet,White Walker by Johnnie Walker,5.0
282,coachdodd,White Walker by Johnnie Walker,4.0
283,Chris-Cannon,White Walker by Johnnie Walker,5.0
284,jake-Kopach,White Walker by Johnnie Walker,8.0
285,chris220,White Walker by Johnnie Walker,4.0
286,Mahrmi1863,White Walker by Johnnie Walker,6.0
287,WandererRob,White Walker by Johnnie Walker,6.0
288,toddka,White Walker by Johnnie Walker,6.0
289,Pugsweaters,White Walker by Johnnie Walker,2.0
290,beck17c,White Walker by Johnnie Walker,4.0
291,Igal-Kreichman,White Walker by Johnnie Walker,5.0
292,Gaston66,White Walker by Johnnie Walker,8.0
293,smitty1121,White Walker by Johnnie Walker,5.0
294,Andrew-Bilinsky,White Walker by Johnnie Walker,6.0
295,Riley_01,White Walker by Johnnie Walker,5.0
296,Andres,White Walker by Johnnie Walker,4.0
297,rickwiththehair,White Walker by Johnnie Walker,5.0
298,WhiskMyWhisky,White Walker by Johnnie Walker,4.0
299,jimmyjuice716,White Walker by Johnnie Walker,6.0
300,LennertK,White Walker by Johnnie Walker,5.0
301,juliocesar16,White Walker by Johnnie Walker,6.0
302,Bo-Kaier,White Walker by Johnnie Walker,6.0
303,Luiz-Henrique-Lopes,White Walker by Johnnie Walker,6.0
304,TYC,White Walker by Johnnie Walker,
305,Martijn-van-Wijk,White Walker by Johnnie Walker,6.0
306,JuliusCaesar,White Walker by Johnnie Walker,4.0
307,scotty-limbaugh,White Walker by Johnnie Walker,8.0
308,Minsoo,White Walker by Johnnie Walker,6.0
309,zmasc,White Walker by Johnnie Walker,4.0
310,jcliu0417,White Walker by Johnnie Walker,7.0
311,fred-tom,White Walker by Johnnie Walker,5.0
312,mtmorris15,White Walker by Johnnie Walker,4.0
313,David-Dedola,White Walker by Johnnie Walker,4.0
314,Ryan-Coby,White Walker by Johnnie Walker,6.0
315,Dylan-LaPlume,White Walker by Johnnie Walker,7.0
316,Arsenal40,White Walker by Johnnie Walker,5.0
317,damoondime,White Walker by Johnnie Walker,8.0
318,joint7770,White Walker by Johnnie Walker,5.0
319,juanjosect,White Walker by Johnnie Walker,5.0
320,timmyterror21,White Walker by Johnnie Walker,10.0
321,poro,White Walker by Johnnie Walker,8.0
322,barada83,White Walker by Johnnie Walker,6.0
323,MBolger52,White Walker by Johnnie Walker,4.0
324,chrisd1013,White Walker by Johnnie Walker,6.0
325,Riva06,White Walker by Johnnie Walker,5.0
326,kwonio,White Walker by Johnnie Walker,5.0
327,snowfox13,White Walker by Johnnie Walker,4.0
328,PolarAce,White Walker by Johnnie Walker,6.0
329,mikeys,White Walker by Johnnie Walker,4.0
330,--275,White Walker by Johnnie Walker,6.0
331,rmh11,White Walker by Johnnie Walker,4.0
332,gareth_mr,White Walker by Johnnie Walker,6.0
333,Sanjeev-Sivakumar,White Walker by Johnnie Walker,5.0
334,briancthayer,White Walker by Johnnie Walker,3.0
335,MoparRocker74,White Walker by Johnnie Walker,4.0
336,Simon-Pak,White Walker by Johnnie Walker,6.0
337,lammsjosh,White Walker by Johnnie Walker,4.0
338,rockshock102,White Walker by Johnnie Walker,2.0
339,rcastillo,White Walker by Johnnie Walker,6.0
340,Rafael-T-Cortina-Cruz,White Walker by Johnnie Walker,6.0
341,tdribbon,White Walker by Johnnie Walker,7.0
342,dlangman,White Walker by Johnnie Walker,6.0
343,Dani-Jensen-DeNofa,White Walker by Johnnie Walker,4.0
344,Dani-Jensen-DeNofa,White Walker by Johnnie Walker,3.0
345,maaloulz,White Walker by Johnnie Walker,5.0
346,jeldredge,White Walker by Johnnie Walker,6.0
347,Matt-Ringrose,White Walker by Johnnie Walker,5.0
348,fdellolio1,White Walker by Johnnie Walker,6.0
349,ccarriglio,White Walker by Johnnie Walker,5.0
350,DovaOdah,White Walker by Johnnie Walker,1.0
351,calba,White Walker by Johnnie Walker,7.0
352,McNeillCJ89,White Walker by Johnnie Walker,6.0
353,Vic-DeBari,White Walker by Johnnie Walker,6.0
354,SKZ06,White Walker by Johnnie Walker,10.0
355,Talents2SBeach,White Walker by Johnnie Walker,0.0
356,ramonorue,White Walker by Johnnie Walker,5.0
357,Dan_Giggy,White Walker by Johnnie Walker,6.0
358,TheWhiskeyNinja,White Walker by Johnnie Walker,4.0
359,Tyler-Greenlee,White Walker by Johnnie Walker,2.0
360,Rob-Zatulsky,White Walker by Johnnie Walker,6.0
361,MackenzieOB95,White Walker by Johnnie Walker,6.0
362,TheBaird,White Walker by Johnnie Walker,5.0
363,joethar,White Walker by Johnnie Walker,4.0
364,Tomuku,White Walker by Johnnie Walker,6.0
365,Montalto10,White Walker by Johnnie Walker,4.0
366,Krechting,White Walker by Johnnie Walker,7.0
367,Andres,White Walker by Johnnie Walker,5.0
368,Joey-Bartelson1,White Walker by Johnnie Walker,7.0
369,ScotchIrish86,White Walker by Johnnie Walker,5.0
370,jonnoell,White Walker by Johnnie Walker,5.0
371,Saket-Aggarwal,White Walker by Johnnie Walker,6.0
372,efagerlund,White Walker by Johnnie Walker,10.0
373,skibeast,White Walker by Johnnie Walker,6.0
374,jpahern,White Walker by Johnnie Walker,5.0
375,McNeillCJ89,White Walker by Johnnie Walker,6.0
376,bwurm7,White Walker by Johnnie Walker,4.0
377,tocuervo,White Walker by Johnnie Walker,6.0
378,jermik,White Walker by Johnnie Walker,5.0
379,Joshjack,White Walker by Johnnie Walker,4.0
380,Prince-Khanna,White Walker by Johnnie Walker,8.0
381,Murat-Altuner,White Walker by Johnnie Walker,
382,Mason-Dey,White Walker by Johnnie Walker,6.0
383,HunterAshton,White Walker by Johnnie Walker,6.0
384,mddamiano,White Walker by Johnnie Walker,3.0
385,MrAlCoholicThe2nd,White Walker by Johnnie Walker,6.0
386,joseantoniogq,White Walker by Johnnie Walker,9.0
387,Whitey2369,White Walker by Johnnie Walker,6.0
388,Weston-Delcore,White Walker by Johnnie Walker,7.0
389,Jose-Massu-Espinel,White Walker by Johnnie Walker,6.0
390,Steve-Ciangetti,White Walker by Johnnie Walker,2.0
391,Dean-M-Tzobanakis,White Walker by Johnnie Walker,4.0
392,Nathan-Holliday,White Walker by Johnnie Walker,4.0
393,Spirited_Away,White Walker by Johnnie Walker,6.0
394,danauz,White Walker by Johnnie Walker,6.0
395,Nick5494,White Walker by Johnnie Walker,
396,mikaylawithlove,White Walker by Johnnie Walker,6.0
397,kdickel,White Walker by Johnnie Walker,6.0
398,JfIve,White Walker by Johnnie Walker,5.0
399,JC008,White Walker by Johnnie Walker,4.0
400,stwood9,White Walker by Johnnie Walker,6.0
401,Koufman,White Walker by Johnnie Walker,2.0
402,boricuatzin,White Walker by Johnnie Walker,6.0
403,Jon-Quick,White Walker by Johnnie Walker,7.0
404,polvera,White Walker by Johnnie Walker,5.0
405,Strewth,White Walker by Johnnie Walker,5.0
406,WillChilds,White Walker by Johnnie Walker,3.0
407,thu66hts,White Walker by Johnnie Walker,6.0
408,robwalker,White Walker by Johnnie Walker,6.0
409,stutterboi,White Walker by Johnnie Walker,
410,Irving-Esquivel,White Walker by Johnnie Walker,2.0
411,filmguy1006,White Walker by Johnnie Walker,8.0
412,Dustin-Hargis,White Walker by Johnnie Walker,5.0
413,SeaBird,White Walker by Johnnie Walker,6.0
414,Jesse_Heinz,White Walker by Johnnie Walker,6.0
415,spoons13,White Walker by Johnnie Walker,6.0
416,PeatHunter,White Walker by Johnnie Walker,4.0
417,Mauricio-Gross,White Walker by Johnnie Walker,4.0
418,--282,White Walker by Johnnie Walker,7.0
419,Faiz-Malik,White Walker by Johnnie Walker,3.0
420,airstream,White Walker by Johnnie Walker,8.0
421,mattbosh78,White Walker by Johnnie Walker,6.0
422,SRTJake84,White Walker by Johnnie Walker,6.0
423,Haig,White Walker by Johnnie Walker,6.0
424,SpartaTodd,White Walker by Johnnie Walker,0.0
425,acarrillo19,White Walker by Johnnie Walker,5.0
426,WhiskeyMan3,White Walker by Johnnie Walker,4.0
427,MichalNykiel,White Walker by Johnnie Walker,6.0
428,LouisianaLonghorn,White Walker by Johnnie Walker,3.0
429,frmyers,White Walker by Johnnie Walker,7.0
430,phrenetici,White Walker by Johnnie Walker,7.0
431,Dustin-Clanton,White Walker by Johnnie Walker,3.0
432,mrkeithedwardstevens,White Walker by Johnnie Walker,6.0
433,wpault,White Walker by Johnnie Walker,2.0
434,he130386,White Walker by Johnnie Walker,4.0
435,Trisha-Baird,White Walker by Johnnie Walker,7.0
436,jayeldubya,White Walker by Johnnie Walker,9.0
437,bfrasermacfarlane,White Walker by Johnnie Walker,7.0
438,warhammmer,White Walker by Johnnie Walker,6.0
439,imrelaxn,White Walker by Johnnie Walker,2.0
440,Nathanael,White Walker by Johnnie Walker,10.0
441,with-a-bottle-of-rum,White Walker by Johnnie Walker,6.0
442,iMisnomer,White Walker by Johnnie Walker,4.0
443,lenioja,White Walker by Johnnie Walker,4.0
444,JonathanLee,White Walker by Johnnie Walker,1.0
445,Tsunami,White Walker by Johnnie Walker,6.0
446,Sam-Xu,White Walker by Johnnie Walker,4.0
447,may2002rn,White Walker by Johnnie Walker,9.0
448,Smurf3,White Walker by Johnnie Walker,5.0
449,Xellos00,White Walker by Johnnie Walker,4.0
450,Matthew-Reddish,White Walker by Johnnie Walker,4.0
451,xraybourbon,White Walker by Johnnie Walker,4.0
452,Jon-Graham,White Walker by Johnnie Walker,7.0
453,Dazka,White Walker by Johnnie Walker,7.0
454,chymel,White Walker by Johnnie Walker,6.0
455,mattthemacman,White Walker by Johnnie Walker,7.0
456,calirtc,White Walker by Johnnie Walker,7.0
457,Hawks10131,White Walker by Johnnie Walker,4.0
458,Dustin-Hiatt,White Walker by Johnnie Walker,8.0
459,rcastillo,White Walker by Johnnie Walker,6.0
460,DrinkerDiary,White Walker by Johnnie Walker,6.0
461,goste202,White Walker by Johnnie Walker,5.0
462,themattfactor,White Walker by Johnnie Walker,7.0
463,Dione,White Walker by Johnnie Walker,9.0
464,zcben,White Walker by Johnnie Walker,5.0
465,gwright,White Walker by Johnnie Walker,7.0
466,CodeLog,White Walker by Johnnie Walker,4.0
467,Simon-Pugh,White Walker by Johnnie Walker,6.0
468,Knobage28,White Walker by Johnnie Walker,6.0
469,romiastar,White Walker by Johnnie Walker,3.0
470,alchemist81,White Walker by Johnnie Walker,6.0
471,LordK,White Walker by Johnnie Walker,7.0
472,kage01,White Walker by Johnnie Walker,4.0
473,constastz,White Walker by Johnnie Walker,7.0
474,drammerly,White Walker by Johnnie Walker,4.0
475,Brunoangel,White Walker by Johnnie Walker,5.0
476,Jeff-Newman,White Walker by Johnnie Walker,6.0
477,Killerkarl2222,White Walker by Johnnie Walker,6.0
478,shoe9,White Walker by Johnnie Walker,5.0
479,GrooviZombi,White Walker by Johnnie Walker,8.0
480,Mike-Earl,White Walker by Johnnie Walker,5.0
481,dhsilv2,White Walker by Johnnie Walker,0.0
482,SimonvanRoest,White Walker by Johnnie Walker,6.0
483,Carlos-Agudelo,White Walker by Johnnie Walker,7.0
484,Cameron-Madan,White Walker by Johnnie Walker,8.0
485,Damyankee27,White Walker by Johnnie Walker,4.0
486,Ian-McNulty,White Walker by Johnnie Walker,6.0
487,livinit,White Walker by Johnnie Walker,8.0
488,Badpancreas,White Walker by Johnnie Walker,6.0
489,whiskeyfishin,White Walker by Johnnie Walker,5.0
490,jbhamrah,White Walker by Johnnie Walker,7.0
491,Daniel-Hammer1,White Walker by Johnnie Walker,7.0
492,goldenslumbers,White Walker by Johnnie Walker,7.0
493,deagle746,White Walker by Johnnie Walker,5.0
494,Horfrost,White Walker by Johnnie Walker,4.0
495,OD1N,White Walker by Johnnie Walker,6.0
496,brocolirobb,White Walker by Johnnie Walker,7.0
497,Arseman,White Walker by Johnnie Walker,6.0
498,echudy,White Walker by Johnnie Walker,4.0
499,deejay2019,White Walker by Johnnie Walker,7.0
500,cvitullo11,White Walker by Johnnie Walker,7.0
501,Dharin-Nanavati,White Walker by Johnnie Walker,4.0
502,danadamson7,White Walker by Johnnie Walker,0.0
503,Jesse72521,White Walker by Johnnie Walker,0.0
504,kossinab,White Walker by Johnnie Walker,6.0
505,Jongmin,White Walker by Johnnie Walker,5.0
506,ajagustin57,White Walker by Johnnie Walker,6.0
507,WHIPPS15,White Walker by Johnnie Walker,6.0
508,rich1312,White Walker by Johnnie Walker,6.0
509,doctor,White Walker by Johnnie Walker,5.0
510,theredhead15,White Walker by Johnnie Walker,6.0
511,doharri1,White Walker by Johnnie Walker,5.0
512,Mike-Lopes1,White Walker by Johnnie Walker,8.0
513,Sanjeev-Sivakumar,White Walker by Johnnie Walker,6.0
514,Kniknick,White Walker by Johnnie Walker,7.0
515,thefrugalwhiskysnob,White Walker by Johnnie Walker,
516,Rodrigo-Rivas,White Walker by Johnnie Walker,6.0
517,ronto34,White Walker by Johnnie Walker,
518,thefrugalwhiskysnob,White Walker by Johnnie Walker,3.0
519,tfarrant1,White Walker by Johnnie Walker,8.0
520,Troop3rThorn,White Walker by Johnnie Walker,6.0
