,whisky_id,category,price_tier,abv,smoky,peaty,spicy,herbal,oily,body,rich,sweet,salty,vanilla,tart,fruity,floral
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,1,5,0.26,0.3,0.85,0.5,0.3,0.2,0.8,0.8,0.85,0.16666666666666669,0.2,0.25,0.85,0.5263157894736842
2,2,12,4,0.26,0.4,0.3,0.4,0.2,0.4,0.7000000000000001,0.8,0.7000000000000001,0.4444444444444445,0.5,0.5,0.7000000000000001,0.21052631578947367
3,3,5,5,0.5420000000000001,0.15,0.0,0.2,0.0,0.15,0.8,0.9,0.85,0.05555555555555556,0.3,0.25,0.35000000000000003,0.0
4,4,5,4,0.5690000000000001,0.4,0.0,0.65,0.5,0.2,0.6,0.6,0.45,0.0,0.6,0.6,0.45,0.0
5,5,12,5,0.4780000000000001,0.3,0.2,0.4,0.3,0.1,0.75,0.75,0.6,0.22222222222222224,0.3,0.2,0.5,0.05263157894736842
6,6,15,5,0.29400000000000015,0.5,0.1,0.6,0.0,0.15,0.9,1.0,0.5,0.0,0.2,0.2,0.8,0.10526315789473684
7,7,12,5,0.45000000000000007,0.7000000000000001,0.5,0.2,0.1,0.2,0.8,0.8,0.6,0.05555555555555556,0.4,0.25,0.5,0.0
8,8,13,3,0.6690000000000002,0.1,0.0,0.6,0.0,0.1,0.8,0.8,0.8,0.0,0.5,0.1,0.3,0.21052631578947367
9,9,5,3,0.7459999999999999,0.1,0.0,0.3,0.0,0.3,0.8,0.8,0.8,0.0,0.6,0.1,0.4,0.21052631578947367
10,10,15,5,0.3420000000000001,0.1,0.0,0.25,0.1,0.15,0.8,0.8,0.8,0.11111111111111112,0.4,0.0,0.4,0.21052631578947367
11,11,5,3,0.6869999999999999,0.15,0.0,0.35000000000000003,0.05,0.2,0.8,0.8,0.75,0.11111111111111112,0.3,0.2,0.4,0.0
12,12,5,5,0.596,0.3,0.0,0.8,0.4,0.4,0.9,0.9,0.7000000000000001,0.33333333333333337,0.1,0.0,0.6,0.10526315789473684
13,13,15,5,0.26,0.05,0.0,0.25,0.05,0.15,0.85,0.85,0.8,0.0,0.35000000000000003,0.1,0.4,0.10526315789473684
14,14,5,4,0.4840000000000001,0.1,0.0,0.6,0.6,0.8,1.0,1.0,0.8,0.22222222222222224,0.9,0.0,0.8,0.10526315789473684
15,15,15,5,0.26,0.15,0.0,0.1,0.0,0.1,0.8,0.85,0.8,0.0,0.25,0.05,0.3,0.05263157894736842
16,16,13,3,0.6919999999999998,0.0,0.0,0.3,0.05,0.0,0.75,0.7000000000000001,0.75,0.0,0.2,0.15,0.3,0.10526315789473684
17,17,5,4,0.36,0.0,0.0,0.2,0.0,0.0,0.75,0.75,0.75,0.0,0.15,0.0,0.2,0.05263157894736842
18,18,13,4,0.4,0.2,0.0,0.8,0.75,0.1,0.35000000000000003,0.45,0.35000000000000003,0.0,0.3,0.4,0.45,0.15789473684210525
19,19,5,4,0.6529999999999999,0.05,0.0,0.25,0.4,0.1,0.75,0.75,0.85,0.05555555555555556,0.3,0.1,0.4,0.0
20,20,15,5,0.3340000000000001,0.1,0.0,0.3,0.1,0.3,0.55,0.55,0.65,0.0,0.25,0.3,0.85,0.2631578947368421
21,21,12,4,0.5620000000000002,0.9,0.75,0.8,0.4,0.6,1.0,0.9,0.6,0.33333333333333337,0.4,0.1,0.6,0.10526315789473684
22,22,12,5,0.3740000000000001,0.65,0.55,0.4,0.2,0.6,0.8,0.8,0.6,0.11111111111111112,0.45,0.2,0.25,0.10526315789473684
23,23,13,4,0.30000000000000004,0.5,0.0,0.85,0.45,0.06,0.5,0.5,0.4,0.0,0.25,0.4,0.5,0.0
24,24,12,5,0.20000000000000007,0.65,0.7000000000000001,0.1,0.15,0.15,0.05,0.2,0.65,0.5,0.7000000000000001,0.0,0.05,0.15789473684210525
25,25,15,5,0.32000000000000006,0.3,0.0,0.6,0.2,0.1,0.7000000000000001,0.6,0.5,0.33333333333333337,0.7000000000000001,0.2,0.3,0.21052631578947367
26,26,1,5,0.26,0.2,0.1,0.75,0.3,0.2,0.65,0.7000000000000001,0.85,0.16666666666666669,0.3,0.1,0.85,0.2631578947368421
27,27,12,5,0.3340000000000001,0.5,0.7000000000000001,0.2,0.0,0.2,0.8,0.75,0.6,0.05555555555555556,0.4,0.15,0.6,0.0
28,28,15,5,0.26,0.3,0.1,0.4,0.1,0.2,0.6,0.7000000000000001,0.4,0.0,0.5,0.1,0.3,0.3157894736842105
29,29,12,4,0.42600000000000005,0.1,0.4,0.7000000000000001,0.5,0.2,0.7000000000000001,0.8,0.8,0.22222222222222224,0.8,0.2,0.8,0.8421052631578947
30,30,1,5,0.3720000000000001,0.1,0.1,0.3,0.2,0.1,0.7000000000000001,0.6,0.6,0.0,0.5,0.1,0.6,0.21052631578947367
31,31,15,5,0.32000000000000006,0.1,0.0,0.35000000000000003,0.05,0.1,0.75,0.75,0.7000000000000001,0.0,0.4,0.1,0.4,0.10526315789473684
32,32,5,5,0.268,0.6,0.0,0.8,0.4,0.4,1.0,1.0,0.8,0.0,1.0,0.6,0.8,0.631578947368421
33,33,12,5,0.57,0.6,0.6,0.7000000000000001,0.4,0.8,1.0,1.0,0.7000000000000001,0.7777777777777778,0.8,0.6,0.8,0.9473684210526315
34,34,5,4,0.31000000000000005,0.6,0.0,0.6,0.5,0.25,0.5,0.5,0.55,0.0,0.55,0.25,0.6,0.3157894736842105
35,35,5,4,0.3500000000000001,0.0,0.0,0.15,0.0,0.0,0.8,0.8,0.7000000000000001,0.0,0.1,0.05,0.2,0.0
36,36,5,5,0.6819999999999998,0.3,0.0,0.4,0.4,0.9,0.9,0.9,0.6,0.0,0.5,0.3,0.7000000000000001,0.631578947368421
37,37,12,5,0.3620000000000001,0.5,0.5,0.6,0.3,0.3,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.5555555555555556,0.5,0.2,0.6,0.42105263157894735
38,38,15,5,0.26,0.4,0.2,0.6,0.3,0.3,0.8,0.8,0.8,0.22222222222222224,0.5,0.6,0.8,0.631578947368421
39,39,12,5,0.32000000000000006,0.4,0.45,0.7000000000000001,0.6,0.35000000000000003,0.6,0.6,0.4,0.22222222222222224,0.2,0.4,0.7000000000000001,0.5263157894736842
40,40,15,4,0.20000000000000007,0.4,0.1,0.6,0.1,0.2,0.7000000000000001,0.8,0.8,0.22222222222222224,0.6,0.3,0.9,0.49473684210526314
41,41,3,4,0.26,0.1,0.1,0.6,0.2,0.3,0.7000000000000001,0.9,0.8,0.22222222222222224,0.6,0.2,0.8,0.5263157894736842
42,42,2,5,0.6140000000000002,0.2,0.0,0.6,0.4,0.2,0.9,0.9,0.7000000000000001,0.0,0.8,0.3,0.5,0.10526315789473684
43,43,5,5,0.5820000000000002,0.25,0.0,0.6,0.0,0.15,0.55,0.55,0.6,0.0,0.35000000000000003,0.25,0.35000000000000003,0.0
44,44,18,3,0.8830000000000001,0.35000000000000003,0.0,0.85,0.5,0.15,0.45,0.45,0.55,0.0,0.45,0.3,0.6,0.0
45,45,12,5,0.29800000000000004,0.2,0.3,0.4,0.3,0.6,0.8,0.6,0.3,0.22222222222222224,0.2,0.3,0.8,0.42105263157894735
46,46,15,5,0.276,0.0,0.0,0.25,0.0,0.15,0.8,0.85,0.8,0.05555555555555556,0.35000000000000003,0.25,0.4,0.10526315789473684
47,47,12,5,0.398,0.3,0.2,0.3,0.5,0.2,0.4,0.4,0.4,0.11111111111111112,0.3,0.25,0.6,0.05263157894736842
48,48,13,4,0.503,0.05,0.0,0.65,0.1,0.1,0.6,0.6,0.65,0.0,0.25,0.1,0.3,0.0
49,49,12,5,0.396,0.7000000000000001,0.8,0.7000000000000001,0.2,0.4,0.7000000000000001,0.7000000000000001,0.6,0.5555555555555556,0.8,0.1,0.4,0.3157894736842105
50,50,13,5,0.45200000000000007,0.25,0.0,0.8,0.45,0.15,0.55,0.55,0.5,0.0,0.25,0.25,0.25,0.0
51,51,5,4,0.7040000000000001,0.2,0.0,0.3,0.1,0.4,0.9,0.9,0.8,0.0,0.9,0.2,0.1,0.0
52,52,16,5,0.4700000000000001,0.1,0.0,0.55,0.25,0.45,0.6,0.75,0.7000000000000001,0.11111111111111112,0.5,0.2,0.5,0.3684210526315789
53,53,9,5,0.7380000000000001,0.6,0.0,0.55,0.2,0.35000000000000003,0.65,0.65,0.45,0.0,0.45,0.2,0.55,0.2631578947368421
54,54,12,5,0.4980000000000001,0.3,0.0,0.6,0.1,0.4,1.0,0.9,0.7000000000000001,0.22222222222222224,0.2,0.1,0.6,0.21052631578947367
55,55,6,5,0.30000000000000004,0.4,0.0,0.4,0.1,0.1,0.6,0.65,0.6,0.0,0.5,0.2,0.55,0.3684210526315789
56,56,16,4,0.32000000000000006,0.1,0.0,0.4,0.15,0.15,0.45,0.45,0.6,0.0,0.25,0.5,0.8,0.15789473684210525
57,57,5,4,0.6570000000000001,0.35000000000000003,0.0,0.55,0.2,0.1,0.4,0.4,0.45,0.0,0.25,0.3,0.25,0.0
58,58,5,4,0.41000000000000003,0.4,0.0,0.4,0.15,0.3,0.45,0.45,0.6,0.16666666666666669,0.35000000000000003,0.45,0.65,0.0
59,59,13,4,0.4,0.0,0.0,0.7000000000000001,0.5,0.3,0.8,0.9,0.7000000000000001,0.22222222222222224,0.8,0.2,0.1,0.0
60,60,15,5,0.27400000000000013,0.0,0.0,0.4,0.3,0.5,0.9,0.8,0.7000000000000001,0.11111111111111112,0.8,0.2,0.7000000000000001,0.21052631578947367
61,61,13,5,0.4900000000000001,0.25,0.0,0.45,0.15,0.5,0.75,0.7000000000000001,0.5,0.05555555555555556,0.55,0.2,0.2,0.10526315789473684
62,62,6,5,0.30000000000000004,0.5,0.0,0.5,0.2,0.4,0.6,0.65,0.5,0.0,0.4,0.2,0.65,0.3157894736842105
63,63,6,5,0.4,0.5,0.0,0.55,0.0,0.4,0.6,0.65,0.5,0.0,0.45,0.1,0.55,0.5263157894736842
64,64,15,5,0.36,0.15,0.0,0.7000000000000001,0.15,0.15,0.65,0.6,0.45,0.0,0.15,0.35000000000000003,0.75,0.3157894736842105
65,65,15,5,0.26,0.1,0.0,0.3,0.5,0.8,0.75,0.8,0.75,0.11111111111111112,0.5,0.6,0.75,0.631578947368421
66,66,12,5,0.21400000000000008,0.4,0.1,0.2,0.0,0.2,0.7000000000000001,0.4,0.5,0.4444444444444445,0.3,0.4,0.7000000000000001,0.7368421052631579
67,67,4,3,0.30000000000000004,0.5,0.35000000000000003,0.4,0.2,0.0,0.6,0.65,0.45,0.0,0.4,0.15,0.5,0.15789473684210525
68,68,5,4,0.5120000000000001,0.2,0.0,0.4,0.1,0.3,0.8,0.8,0.8,0.0,0.7000000000000001,0.4,0.5,0.10526315789473684
69,69,5,4,0.7540000000000001,0.4,0.0,0.2,0.1,0.2,0.8,0.7000000000000001,0.7000000000000001,0.0,0.7000000000000001,0.2,0.2,0.10526315789473684
70,70,15,5,0.26,0.2,0.2,0.7000000000000001,0.15,0.5,0.75,0.65,0.7000000000000001,0.22222222222222224,0.3,0.15,0.85,0.2631578947368421
71,71,12,5,0.66,0.7000000000000001,1.0,0.2,0.4,0.2,0.8,0.6,0.5,0.6666666666666667,0.3,0.2,0.3,0.21052631578947367
72,72,15,5,0.26,0.3,0.0,0.45,0.0,0.1,0.8,0.8,0.65,0.0,0.5,0.2,0.65,0.21052631578947367
73,73,5,5,0.4860000000000001,0.1,0.0,0.5,0.0,0.4,0.8,0.8,0.7000000000000001,0.0,0.7000000000000001,0.1,0.4,0.21052631578947367
74,74,18,5,0.4,0.8,0.0,0.5,0.0,0.4,0.7000000000000001,0.7000000000000001,0.5,0.0,0.6,0.0,0.2,0.10526315789473684
75,75,5,3,0.30000000000000004,0.2,0.0,0.5,0.1,0.1,0.8,0.6,0.7000000000000001,0.0,0.7000000000000001,0.1,0.3,0.10526315789473684
76,76,15,5,0.258,0.0,0.0,0.1,0.0,0.1,0.7000000000000001,0.75,0.8,0.0,0.4,0.1,0.6,0.21052631578947367
77,77,15,5,0.406,0.0,0.0,0.4,0.2,0.2,0.6,0.7000000000000001,0.6,0.0,0.5,0.0,0.4,0.3157894736842105
78,78,15,5,0.6,0.3,0.0,0.4,0.2,0.4,0.3,0.2,0.5,0.22222222222222224,0.7000000000000001,0.1,0.5,0.42105263157894735
79,79,15,5,0.44000000000000006,0.8,0.9,0.3,0.2,0.4,0.7000000000000001,0.75,0.65,0.41111111111111115,0.3,0.2,0.45,0.3684210526315789
80,80,12,3,0.26,0.6,0.7000000000000001,0.15,0.25,0.25,0.8,0.8,0.7000000000000001,0.22222222222222224,0.4,0.15,0.5,0.21052631578947367
81,81,15,5,0.578,0.3,0.0,0.6,0.1,0.0,0.7000000000000001,0.9,0.7000000000000001,0.0,0.4,0.2,0.7000000000000001,0.21052631578947367
82,82,15,4,0.32000000000000006,0.15,0.0,0.2,0.0,0.15,0.8,0.85,0.8,0.05555555555555556,0.3,0.25,0.4,0.0
83,83,5,4,0.3440000000000001,0.6,0.0,0.7000000000000001,0.4,0.0,0.9,0.8,0.8,0.0,0.8,0.0,0.8,0.42105263157894735
84,84,15,5,0.32000000000000006,0.2,0.0,0.5,0.1,0.5,0.7000000000000001,0.7000000000000001,0.75,0.33333333333333337,0.5,0.5,0.9,0.5263157894736842
85,85,12,5,0.4700000000000001,0.7000000000000001,0.6,0.3,0.1,0.5,0.9,0.5,0.4,0.11111111111111112,0.6,0.2,0.5,0.10526315789473684
86,86,5,3,0.30000000000000004,0.1,0.0,0.25,0.0,0.1,0.75,0.7000000000000001,0.65,0.05555555555555556,0.15,0.0,0.15,0.0
87,87,16,4,0.32000000000000006,0.2,0.0,0.5,0.2,0.3,0.7000000000000001,0.7000000000000001,0.8,0.0,0.4,0.3,0.9,0.42105263157894735
88,88,5,4,0.7080000000000001,0.75,0.0,0.6,0.2,0.7000000000000001,0.6,0.85,0.45,0.11111111111111112,0.4,0.1,0.4,0.21052631578947367
89,89,16,5,0.32000000000000006,0.2,0.0,0.6,0.3,0.4,0.7000000000000001,0.8,0.6,0.11111111111111112,0.5,0.5,0.7000000000000001,0.3157894736842105
90,90,5,4,0.7619999999999999,0.3,0.0,0.4,0.5,0.6,0.8,0.7000000000000001,0.6,0.0,0.3,0.2,0.7000000000000001,0.5263157894736842
91,91,12,5,0.366,0.4,0.4,0.6,0.3,0.2,0.7000000000000001,0.7000000000000001,0.6,0.4444444444444445,0.4,0.2,0.5,0.42105263157894735
92,92,12,4,0.32000000000000006,0.5,0.5,0.6,0.3,0.3,0.8,0.9,0.7000000000000001,0.22222222222222224,0.5,0.3,0.7000000000000001,0.3157894736842105
93,93,12,3,0.31599999999999995,0.7000000000000001,0.7000000000000001,0.5,0.6,0.5,0.6,0.5,0.4,0.4444444444444445,0.2,0.3,0.3,0.21052631578947367
94,94,15,3,0.4,0.25,0.15,0.05,0.1,0.0,0.65,0.7000000000000001,0.6,0.11111111111111112,0.25,0.05,0.25,0.10526315789473684
95,95,12,3,0.26,0.7000000000000001,0.9,0.5,0.2,0.6,0.6,0.4,0.6,0.33333333333333337,0.7000000000000001,0.4,0.6,0.3157894736842105
96,96,12,4,0.26,0.7000000000000001,0.7000000000000001,0.6,0.4,0.2,0.8,0.9,0.7000000000000001,0.5555555555555556,0.6,0.3,0.8,0.3157894736842105
97,97,12,4,0.26,0.5,0.3,0.4,0.1,0.2,0.6,0.7000000000000001,0.7000000000000001,0.5555555555555556,0.5,0.3,0.7000000000000001,0.5263157894736842
98,98,5,2,0.266,0.2,0.1,0.3,0.2,0.4,0.6,0.5,0.5,0.33333333333333337,0.4,0.2,0.4,0.21052631578947367
99,99,5,3,0.4,0.1,0.0,0.4,0.2,0.9,0.9,0.9,0.7000000000000001,0.0,0.7000000000000001,0.2,0.3,0.8421052631578947
100,100,15,5,0.378,0.1,0.0,0.45,0.2,0.1,0.5,0.65,0.55,0.0,0.1,0.35000000000000003,0.7000000000000001,0.0
101,101,13,5,0.32799999999999996,0.05,0.0,0.2,0.3,0.15,0.55,0.55,0.6,0.0,0.3,0.1,0.4,0.05263157894736842
102,102,15,5,0.4600000000000001,0.15,0.0,0.55,0.1,0.3,0.7000000000000001,0.7000000000000001,0.4,0.0,0.15,0.3,0.85,0.0
103,103,5,5,0.4,0.05,0.0,0.4,0.0,0.15,0.9,0.8,0.6,0.05555555555555556,0.3,0.1,0.2,0.0
104,104,13,5,0.4,0.15,0.0,0.7000000000000001,0.65,0.05,0.6,0.6,0.6,0.0,0.15,0.25,0.6,0.10526315789473684
105,105,15,5,0.3400000000000001,0.1,0.0,0.65,0.0,0.3,0.55,0.55,0.6,0.0,0.15,0.35000000000000003,0.7000000000000001,0.631578947368421
106,106,15,5,0.44400000000000006,0.15,0.0,0.55,0.2,0.2,0.55,0.55,0.55,0.0,0.4,0.35000000000000003,0.55,0.0
107,107,5,4,0.3440000000000001,0.2,0.0,0.3,0.1,0.2,0.85,0.65,0.7000000000000001,0.05555555555555556,0.2,0.25,0.4,0.0
108,108,12,5,0.45400000000000007,0.7000000000000001,0.3,0.4,0.1,0.4,0.9,0.8,0.4,0.5555555555555556,0.3,0.1,0.6,0.21052631578947367
109,109,5,3,0.503,0.05,0.0,0.2,0.25,0.3,0.6,0.6,0.7000000000000001,0.0,0.4,0.2,0.6,0.0
110,110,15,5,0.4,0.1,0.0,0.3,0.1,0.2,0.7000000000000001,0.6,0.6,0.16666666666666669,0.3,0.2,0.6,0.05263157894736842
111,111,5,5,0.4700000000000001,0.1,0.0,0.3,0.0,0.1,0.85,0.8,0.8,0.0,0.3,0.2,0.6,0.0
112,112,15,5,0.3720000000000001,0.05,0.0,0.15,0.15,0.45,0.5,0.6,0.35000000000000003,0.0,0.25,0.35000000000000003,0.45,0.3157894736842105
113,113,5,3,0.672,0.3,0.0,0.4,0.2,0.1,0.6,0.6,0.7000000000000001,0.0,0.45,0.3,0.55,0.0
114,114,16,4,0.5840000000000002,0.1,0.0,0.25,0.0,0.2,0.8,0.75,0.7000000000000001,0.11111111111111112,0.2,0.15,0.45,0.0
115,115,6,4,0.686,0.5,0.0,0.65,0.2,0.15,0.55,0.55,0.4,0.0,0.4,0.2,0.45,0.15789473684210525
116,116,15,5,0.402,0.1,0.0,0.25,0.2,0.55,0.7000000000000001,0.8,0.7000000000000001,0.11111111111111112,0.5,0.2,0.35000000000000003,0.3157894736842105
117,117,6,4,0.38,0.4,0.0,0.45,0.25,0.2,0.55,0.5,0.45,0.0,0.45,0.25,0.5,0.42105263157894735
118,118,5,5,0.5459999999999999,0.15,0.0,0.7000000000000001,0.3,0.4,0.6,0.7000000000000001,0.55,0.11111111111111112,0.5,0.15,0.35000000000000003,0.21052631578947367
119,119,5,4,0.41000000000000003,0.3,0.0,0.9,0.4,0.2,0.9,0.7000000000000001,0.7000000000000001,0.0,0.8,0.0,0.6,0.0
120,120,15,5,0.29200000000000004,0.1,0.0,0.3,0.5,0.5,0.9,0.9,0.75,0.6111111111111112,0.6,0.85,0.85,0.3157894736842105
121,121,15,5,0.5840000000000002,0.15,0.2,0.7000000000000001,0.4,0.65,0.75,0.6,0.77,0.2777777777777778,0.2,0.1,0.75,0.43157894736842106
122,122,6,3,0.5000000000000001,0.4,0.0,0.7000000000000001,0.15,0.3,0.5,0.5,0.4,0.0,0.4,0.1,0.45,0.47368421052631576
123,123,15,5,0.638,0.1,0.15,0.2,0.35000000000000003,0.45,0.4,0.3,0.15,0.2,0.17,0.23,0.7000000000000001,0.631578947368421
124,124,12,4,0.5300000000000001,0.6,0.3,0.5,0.1,0.7000000000000001,0.8,0.6,0.5,0.22222222222222224,0.6,0.0,0.4,0.06315789473684211
125,125,1,4,0.20000000000000007,0.15,0.0,0.25,0.2,0.15,0.5,0.5,0.55,0.0,0.45,0.3,0.5,0.0
126,126,5,3,0.4,0.05,0.0,0.4,0.1,0.4,0.7000000000000001,0.7000000000000001,0.65,0.0,0.5,0.1,0.3,0.2631578947368421
127,127,15,5,0.5440000000000002,0.2,0.0,0.5,0.2,0.1,0.8,0.6,0.7000000000000001,0.0,0.7000000000000001,0.3,0.5,0.21052631578947367
128,128,15,5,0.4,0.2,0.0,0.65,0.4,0.1,0.55,0.5,0.45,0.0,0.35000000000000003,0.35000000000000003,0.65,0.21052631578947367
129,129,6,2,0.20000000000000007,0.4,0.0,0.5,0.2,0.0,0.5,0.6,0.55,0.0,0.5,0.25,0.6,0.42105263157894735
130,130,12,5,0.41800000000000004,0.8,0.6,0.5,0.3,0.3,0.7000000000000001,0.3,0.4,0.5555555555555556,0.3,0.2,0.4,0.10526315789473684
131,131,15,5,0.4980000000000001,0.2,0.0,0.2,0.0,0.3,0.8,0.8,0.7000000000000001,0.0,0.4,0.0,0.5,0.10526315789473684
132,132,12,5,0.5080000000000001,0.5,0.4,0.4,0.1,0.1,0.7000000000000001,0.6,0.5,0.5555555555555556,0.1,0.3,0.5,0.21052631578947367
133,133,6,3,0.30000000000000004,0.4,0.0,0.5,0.1,0.0,0.55,0.6,0.5,0.0,0.5,0.2,0.6,0.42105263157894735
134,134,5,4,0.4,0.2,0.0,0.7000000000000001,0.1,0.2,0.7000000000000001,0.6,0.6,0.0,0.8,0.2,0.1,0.0
135,135,6,3,0.20000000000000007,0.4,0.0,0.8,0.3,0.1,0.55,0.6,0.55,0.0,0.5,0.4,0.6,0.3157894736842105
136,136,15,5,0.4820000000000001,0.2,0.0,0.4,0.1,0.3,0.8,0.7000000000000001,0.4,0.0,0.5,0.1,0.2,0.3157894736842105
137,137,12,5,0.5020000000000001,0.5,0.5,0.25,0.35000000000000003,0.15,0.4,0.45,0.5,0.2777777777777778,0.15,0.1,0.15,0.0
138,138,15,3,0.26,0.0,0.0,0.3,0.1,0.7000000000000001,0.9,0.8,0.7000000000000001,0.11111111111111112,0.7000000000000001,0.0,0.1,0.10526315789473684
139,139,15,5,0.3840000000000001,0.2,0.0,0.6,0.1,0.4,0.8,0.6,0.8,0.22222222222222224,0.3,0.5,1.0,0.3157894736842105
140,140,5,3,0.624,0.1,0.0,0.2,0.8,0.4,0.3,0.2,0.6,0.33333333333333337,0.6,0.0,0.1,0.631578947368421
141,141,5,4,0.268,0.4,0.0,0.8,0.2,0.3,0.7000000000000001,0.4,0.7000000000000001,0.22222222222222224,0.8,0.0,0.6,0.3157894736842105
142,142,5,2,0.5000000000000001,0.0,0.0,0.9,0.5,0.7000000000000001,0.8,0.7000000000000001,0.8,0.0,0.8,0.3,0.7000000000000001,0.631578947368421
143,143,15,5,0.26,0.03,0.0,0.6,0.2,0.15,0.45,0.45,0.5,0.0,0.45,0.35000000000000003,0.75,0.7368421052631579
144,144,12,5,0.42400000000000004,0.3,0.3,0.6,0.2,0.3,0.5,0.5,0.65,0.33333333333333337,0.6,0.2,0.9,0.7368421052631579
145,145,5,3,0.4,0.1,0.0,0.35000000000000003,0.0,0.15,0.8,0.8,0.75,0.0,0.3,0.15,0.4,0.0
146,146,15,5,0.32599999999999996,0.15,0.0,0.3,0.0,0.15,0.8,0.8,0.8,0.05555555555555556,0.25,0.1,0.4,0.05263157894736842
147,147,15,4,0.5220000000000001,0.4,0.0,0.7000000000000001,0.4,0.8,1.0,1.0,0.7000000000000001,0.5555555555555556,0.8,0.6,0.8,0.9473684210526315
148,148,15,4,0.4600000000000001,0.2,0.1,0.9,0.4,0.7000000000000001,0.7000000000000001,0.8,0.7000000000000001,0.33333333333333337,0.5,0.6,0.7000000000000001,0.5263157894736842
149,149,12,5,0.30200000000000005,0.4,0.7000000000000001,0.2,0.3,0.15,0.85,0.85,0.8,0.16666666666666669,0.35000000000000003,0.0,0.3,0.05263157894736842
150,150,15,3,0.26,0.0,0.0,0.1,0.0,0.1,0.8,0.8,0.7000000000000001,0.0,0.25,0.1,0.15,0.05263157894736842
151,151,12,3,0.42800000000000005,0.4,0.4,0.15,0.2,0.2,0.8,0.8,0.6,0.22222222222222224,0.15,0.0,0.05,0.10526315789473684
152,152,5,2,0.26,0.5,0.0,0.8,0.3,0.2,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.0,0.8,0.5,0.3,0.10526315789473684
153,153,5,4,0.30000000000000004,0.4,0.0,0.7000000000000001,0.6,0.7000000000000001,0.8,0.7000000000000001,0.4,0.0,0.2,0.6,0.5,0.42105263157894735
154,154,12,4,0.26,0.4,0.6,0.7000000000000001,0.5,0.45,0.65,0.65,0.5,0.22222222222222224,0.2,0.4,0.8,0.3157894736842105
155,155,12,5,0.5599999999999999,0.45,0.45,0.7000000000000001,0.6,0.4,0.7000000000000001,0.7000000000000001,0.7000000000000001,0.22222222222222224,0.5,0.3,0.8,0.21052631578947367
156,156,12,5,0.26,0.7000000000000001,0.4,0.5,0.45,0.6,0.5700000000000001,0.62,0.3,0.3888888888888889,0.2,0.15,0.75,0.6210526315789473
157,157,11,3,0.26,0.4,0.4,0.5,0.3,0.3,0.7000000000000001,0.8,0.7000000000000001,0.22222222222222224,0.5,0.4,0.8,0.3157894736842105
158,158,14,5,0.45200000000000007,0.0,0.0,0.55,0.1,0.1,0.45,0.45,0.4,0.0,0.25,0.05,0.55,0.2631578947368421
159,159,5,5,0.598,0.3,0.0,0.65,0.2,0.15,0.6,0.6,0.4,0.0,0.2,0.35000000000000003,0.7000000000000001,0.10526315789473684
160,160,5,5,0.7219999999999999,0.25,0.0,0.4,0.15,0.15,0.8,0.8,0.5,0.0,0.25,0.3,0.4,0.0
161,161,18,2,0.4,0.1,0.0,0.6,0.1,0.2,0.55,0.55,0.6,0.05555555555555556,0.2,0.25,0.15,0.0
162,162,9,4,0.26,0.05,0.0,0.25,0.05,0.25,0.9,0.85,0.65,0.0,0.3,0.1,0.4,0.0
163,163,5,4,0.36,0.35000000000000003,0.0,0.55,0.35000000000000003,0.25,0.55,0.6,0.5,0.0,0.45,0.35000000000000003,0.35000000000000003,0.0
164,164,12,5,0.43600000000000005,0.25,0.3,0.3,0.1,0.2,0.55,0.55,0.6,0.05555555555555556,0.3,0.2,0.6,0.0
165,165,2,4,0.568,0.05,0.0,0.3,0.1,0.15,0.9,0.7000000000000001,0.75,0.0,0.2,0.25,0.3,0.0
166,166,13,5,0.32799999999999996,0.1,0.0,0.4,0.3,0.1,0.85,0.8,0.7000000000000001,0.0,0.2,0.3,0.2,0.10526315789473684
167,167,12,5,0.32000000000000006,0.1,0.05,0.3,0.08,0.2,0.65,0.8,0.7000000000000001,0.05555555555555556,0.4,0.3,0.6,0.05263157894736842
168,168,5,4,0.4,0.35000000000000003,0.0,0.65,0.2,0.15,0.5,0.5,0.6,0.0,0.45,0.3,0.4,0.0
169,169,18,5,0.30000000000000004,0.4,0.0,0.75,0.45,0.15,0.45,0.45,0.55,0.0,0.35000000000000003,0.4,0.15,0.0
170,170,15,5,0.58,0.1,0.0,0.25,0.05,0.15,0.6,0.7000000000000001,0.7000000000000001,0.0,0.4,0.3,0.75,0.10526315789473684
171,171,12,4,0.26,0.35000000000000003,0.2,0.3,0.1,0.15,0.75,0.75,0.6,0.11111111111111112,0.3,0.1,0.6,0.05263157894736842
172,172,15,5,0.30200000000000005,0.15,0.0,0.4,0.0,0.35000000000000003,0.6,0.6,0.7000000000000001,0.16666666666666669,0.35000000000000003,0.35000000000000003,0.85,0.15789473684210525
173,173,12,5,0.3640000000000001,0.8,0.7000000000000001,0.6,0.3,0.3,0.9,0.7000000000000001,0.4,0.4444444444444445,0.3,0.2,0.8,0.5263157894736842
174,174,0,3,0.26,0.3,0.0,0.4,0.1,0.0,0.8,0.8,0.7000000000000001,0.11111111111111112,1.0,0.6,0.5,0.3157894736842105
