,cost_rank,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,salty,vanilla,tart,fruity,floral
1603,3.0,80.0,80.0,60.0,30.0,40.0,60.0,60.0,40.0,0.0,30.0,10.0,20.0,10.0
1604,3.0,0.0,0.0,90.0,60.0,50.0,60.0,50.0,50.0,0.0,30.0,40.0,30.0,40.0
1605,4.0,0.0,0.0,40.0,0.0,0.0,55.0,60.0,60.0,0.0,60.0,40.0,60.0,50.0
1606,3.0,0.0,0.0,50.0,10.0,10.0,50.0,50.0,60.0,0.0,50.0,10.0,20.0,20.0
1607,3.0,70.0,0.0,80.0,20.0,30.0,80.0,80.0,70.0,10.0,70.0,10.0,50.0,50.0
1608,5.0,30.0,50.0,70.0,0.0,10.0,65.0,70.0,80.0,0.0,25.0,0.0,40.0,30.0
1609,2.0,10.0,0.0,40.0,0.0,10.0,60.0,60.0,75.0,0.0,30.0,10.0,30.0,0.0
1610,4.0,0.0,0.0,70.0,20.0,30.0,80.0,70.0,90.0,10.0,70.0,10.0,80.0,60.0
1611,2.0,15.0,0.0,40.0,10.0,10.0,80.0,80.0,70.0,0.0,40.0,20.0,30.0,5.0
1612,4.0,10.0,0.0,80.0,50.0,20.0,60.0,60.0,70.0,30.0,70.0,60.0,90.0,70.0
1613,4.0,30.0,25.0,60.0,35.0,20.0,45.0,65.0,45.0,15.0,15.0,30.0,45.0,10.0
1614,5.0,20.0,0.0,0.0,30.0,20.0,70.0,70.0,80.0,30.0,70.0,20.0,80.0,40.0
1615,4.0,20.0,0.0,60.0,40.0,30.0,65.0,65.0,65.0,0.0,40.0,50.0,60.0,10.0
1616,3.0,45.0,45.0,60.0,30.0,20.0,60.0,60.0,70.0,20.0,40.0,40.0,60.0,20.0
1617,4.0,20.0,0.0,60.0,30.0,40.0,80.0,80.0,80.0,10.0,70.0,30.0,60.0,30.0
1618,4.0,35.0,35.0,60.0,20.0,20.0,50.0,50.0,60.0,0.0,40.0,20.0,60.0,20.0
1619,3.0,5.0,0.0,40.0,0.0,10.0,70.0,70.0,80.0,0.0,30.0,5.0,25.0,0.0
1620,5.0,15.0,0.0,50.0,30.0,40.0,70.0,70.0,80.0,30.0,70.0,0.0,50.0,80.0
1621,2.0,50.0,0.0,60.0,30.0,20.0,80.0,80.0,50.0,0.0,30.0,30.0,60.0,20.0
1622,3.0,0.0,0.0,35.0,10.0,10.0,70.0,75.0,80.0,0.0,60.0,15.0,40.0,25.0
1623,4.0,40.0,20.0,60.0,20.0,50.0,90.0,90.0,50.0,0.0,30.0,20.0,70.0,0.0
1624,4.0,10.0,0.0,70.0,40.0,60.0,70.0,80.0,80.0,30.0,90.0,60.0,80.0,30.0
1625,3.0,10.0,0.0,60.0,20.0,0.0,80.0,70.0,80.0,10.0,90.0,0.0,80.0,70.0
1626,4.0,0.0,0.0,30.0,0.0,10.0,70.0,70.0,85.0,0.0,30.0,10.0,65.0,0.0
1627,2.0,10.0,0.0,70.0,50.0,20.0,70.0,80.0,80.0,10.0,80.0,20.0,80.0,80.0
1628,4.0,15.0,0.0,25.0,0.0,10.0,70.0,70.0,75.0,0.0,30.0,5.0,20.0,0.0
1629,4.0,10.0,0.0,25.0,25.0,30.0,50.0,50.0,85.0,40.0,40.0,35.0,75.0,45.0
1630,2.0,45.0,50.0,45.0,40.0,40.0,40.0,40.0,40.0,20.0,30.0,35.0,50.0,5.0
1631,3.0,20.0,50.0,20.0,0.0,10.0,60.0,40.0,50.0,10.0,60.0,0.0,60.0,0.0
1632,2.0,10.0,0.0,60.0,30.0,10.0,60.0,70.0,80.0,10.0,30.0,10.0,70.0,20.0
1633,4.0,75.0,73.0,77.0,76.0,74.0,83.0,83.0,81.0,63.0,76.0,45.0,83.0,60.0
1634,3.0,15.0,5.0,65.0,50.0,15.0,45.0,45.0,65.0,15.0,35.0,25.0,60.0,20.0
1635,2.0,10.0,0.0,10.0,0.0,10.0,70.0,70.0,80.0,0.0,20.0,0.0,25.0,5.0
1636,4.0,20.0,0.0,60.0,10.0,30.0,50.0,60.0,70.0,80.0,20.0,30.0,70.0,10.0
1637,2.0,0.0,0.0,40.0,0.0,0.0,70.0,70.0,80.0,0.0,10.0,0.0,35.0,0.0
1638,4.0,20.0,0.0,40.0,5.0,25.0,50.0,40.0,10.0,0.0,25.0,30.0,25.0,30.0
1639,3.0,0.0,0.0,10.0,0.0,0.0,65.0,65.0,80.0,0.0,20.0,0.0,30.0,15.0
1640,2.0,0.0,0.0,10.0,0.0,10.0,80.0,80.0,80.0,5.0,20.0,0.0,15.0,10.0
1641,1.0,20.0,0.0,80.0,25.0,50.0,70.0,80.0,70.0,0.0,65.0,5.0,75.0,55.0
1642,3.0,10.0,0.0,50.0,20.0,20.0,70.0,70.0,60.0,30.0,50.0,40.0,80.0,40.0
1643,2.0,40.0,0.0,80.0,70.0,30.0,60.0,60.0,50.0,0.0,50.0,50.0,70.0,10.0
1644,1.0,0.0,0.0,15.0,0.0,0.0,65.0,65.0,80.0,0.0,20.0,0.0,10.0,0.0
1645,3.0,5.0,0.0,20.0,0.0,0.0,75.0,75.0,80.0,0.0,10.0,0.0,5.0,0.0
1646,3.0,10.0,0.0,30.0,60.0,30.0,50.0,50.0,70.0,10.0,30.0,50.0,50.0,20.0
1647,4.0,60.0,60.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,40.0,50.0,70.0,20.0
1648,2.0,0.0,0.0,50.0,40.0,30.0,30.0,30.0,70.0,0.0,40.0,40.0,60.0,20.0
1649,3.0,0.0,0.0,40.0,20.0,20.0,60.0,60.0,80.0,0.0,60.0,30.0,60.0,20.0
1650,3.0,0.0,0.0,15.0,15.0,0.0,40.0,40.0,50.0,0.0,10.0,25.0,25.0,20.0
1651,3.0,38.0,37.0,79.0,73.0,70.0,78.0,72.0,81.0,73.0,76.0,62.0,75.0,82.0
1652,4.0,0.0,0.0,10.0,0.0,0.0,85.0,85.0,90.0,0.0,15.0,5.0,35.0,0.0
1653,3.0,40.0,40.0,70.0,40.0,20.0,50.0,50.0,70.0,0.0,50.0,20.0,80.0,20.0
1654,3.0,30.0,0.0,70.0,30.0,20.0,50.0,50.0,40.0,0.0,60.0,30.0,60.0,10.0
1655,3.0,80.0,70.0,60.0,60.0,50.0,70.0,70.0,40.0,50.0,30.0,30.0,30.0,10.0
1656,3.0,50.0,20.0,60.0,60.0,20.0,50.0,50.0,60.0,20.0,30.0,30.0,60.0,60.0
1657,4.0,30.0,0.0,60.0,40.0,50.0,60.0,70.0,70.0,20.0,50.0,40.0,50.0,20.0
1658,3.0,40.0,0.0,70.0,30.0,40.0,60.0,60.0,30.0,10.0,40.0,50.0,40.0,20.0
1659,2.0,20.0,0.0,40.0,40.0,50.0,60.0,60.0,80.0,0.0,70.0,60.0,70.0,30.0
1660,3.0,40.0,0.0,80.0,40.0,30.0,60.0,60.0,60.0,0.0,70.0,40.0,60.0,30.0
1661,4.0,30.0,0.0,40.0,40.0,40.0,50.0,30.0,50.0,0.0,50.0,20.0,60.0,30.0
1662,3.0,80.0,80.0,50.0,40.0,40.0,60.0,60.0,50.0,50.0,60.0,20.0,50.0,20.0
1663,3.0,30.0,0.0,80.0,10.0,40.0,70.0,80.0,70.0,10.0,70.0,20.0,80.0,30.0
1664,3.0,30.0,30.0,60.0,20.0,30.0,60.0,60.0,60.0,10.0,50.0,40.0,70.0,30.0
1665,4.0,30.0,0.0,40.0,20.0,40.0,70.0,60.0,70.0,10.0,40.0,30.0,70.0,10.0
1666,5.0,20.0,10.0,70.0,10.0,20.0,70.0,80.0,80.0,10.0,60.0,20.0,90.0,60.0
1667,3.0,30.0,10.0,50.0,10.0,30.0,60.0,60.0,70.0,20.0,60.0,50.0,60.0,10.0
1668,3.0,30.0,0.0,50.0,0.0,50.0,40.0,40.0,30.0,10.0,30.0,40.0,30.0,20.0
1669,2.0,40.0,0.0,50.0,40.0,30.0,50.0,40.0,40.0,0.0,30.0,10.0,40.0,60.0
1670,3.0,10.0,0.0,8.0,0.0,0.0,60.0,60.0,80.0,0.0,10.0,10.0,50.0,5.0
1671,3.0,35.0,0.0,70.0,60.0,55.0,65.0,70.0,80.0,65.0,70.0,0.0,80.0,50.0
1672,3.0,10.0,0.0,60.0,40.0,30.0,70.0,80.0,100.0,10.0,80.0,50.0,90.0,60.0
1673,4.0,60.0,0.0,70.0,73.0,53.0,70.0,83.0,80.0,57.0,81.0,57.0,73.0,79.0
1674,3.0,40.0,10.0,50.0,20.0,40.0,60.0,60.0,80.0,10.0,60.0,30.0,70.0,30.0
1675,3.0,40.0,30.0,50.0,30.0,30.0,70.0,70.0,60.0,50.0,60.0,30.0,70.0,40.0
1676,4.0,20.0,0.0,50.0,10.0,20.0,80.0,80.0,70.0,0.0,70.0,40.0,70.0,30.0
1677,5.0,40.0,0.0,50.0,40.0,80.0,60.0,60.0,30.0,20.0,30.0,50.0,40.0,40.0
1678,3.0,40.0,60.0,40.0,20.0,60.0,60.0,50.0,60.0,30.0,30.0,30.0,50.0,20.0
1679,4.0,30.0,10.0,70.0,20.0,30.0,50.0,50.0,70.0,10.0,60.0,50.0,70.0,30.0
1680,2.0,60.0,0.0,80.0,30.0,60.0,90.0,60.0,40.0,0.0,30.0,50.0,50.0,30.0
1681,2.0,20.0,0.0,76.0,70.0,81.0,83.0,84.0,82.0,0.0,84.0,64.0,71.0,68.0
1682,2.0,20.0,0.0,70.0,80.0,50.0,60.0,50.0,40.0,20.0,30.0,40.0,50.0,60.0
1683,2.0,0.0,0.0,20.0,25.0,2.0,60.0,40.0,60.0,0.0,15.0,10.0,25.0,30.0
1684,3.0,35.0,0.0,65.0,45.0,10.0,45.0,45.0,45.0,0.0,35.0,35.0,35.0,0.0
1685,3.0,20.0,0.0,60.0,65.0,15.0,55.0,55.0,30.0,0.0,20.0,35.0,15.0,0.0
1686,5.0,40.0,0.0,85.0,25.0,20.0,65.0,65.0,45.0,0.0,20.0,25.0,55.0,25.0
1687,2.0,10.0,0.0,30.0,0.0,15.0,50.0,50.0,55.0,0.0,15.0,25.0,30.0,0.0
1688,4.0,5.0,0.0,35.0,5.0,10.0,70.0,60.0,40.0,0.0,20.0,25.0,20.0,0.0
1689,4.0,35.0,0.0,55.0,10.0,20.0,45.0,45.0,70.0,0.0,50.0,30.0,45.0,0.0
1690,5.0,0.0,0.0,50.0,70.0,50.0,70.0,80.0,60.0,0.0,40.0,20.0,80.0,40.0
1691,3.0,15.0,0.0,55.0,35.0,35.0,55.0,55.0,60.0,0.0,10.0,40.0,65.0,15.0
1692,5.0,35.0,0.0,65.0,20.0,15.0,50.0,50.0,45.0,0.0,40.0,40.0,40.0,0.0
1693,2.0,35.0,0.0,40.0,20.0,25.0,45.0,45.0,50.0,0.0,35.0,45.0,50.0,0.0
1694,2.0,20.0,0.0,60.0,50.0,40.0,60.0,70.0,40.0,0.0,70.0,60.0,80.0,20.0
1695,5.0,10.0,0.0,65.0,0.0,35.0,55.0,55.0,65.0,0.0,45.0,40.0,20.0,0.0
1696,3.0,10.0,0.0,50.0,35.0,15.0,35.0,35.0,50.0,0.0,20.0,5.0,30.0,5.0
1697,5.0,20.0,0.0,50.0,70.0,60.0,80.0,80.0,40.0,0.0,30.0,60.0,60.0,10.0
1698,4.0,5.0,0.0,60.0,0.0,3.0,55.0,55.0,60.0,5.0,20.0,15.0,60.0,10.0
1699,2.0,10.0,0.0,80.0,50.0,10.0,70.0,40.0,40.0,0.0,70.0,40.0,70.0,60.0
1700,5.0,90.0,80.0,50.0,20.0,30.0,70.0,40.0,20.0,60.0,70.0,20.0,60.0,10.0
1701,3.0,40.0,10.0,70.0,10.0,10.0,65.0,65.0,40.0,3.0,20.0,5.0,30.0,3.0
1702,2.0,5.0,5.0,40.0,35.0,55.0,55.0,60.0,65.0,5.0,45.0,30.0,55.0,30.0
1703,4.0,5.0,0.0,30.0,40.0,5.0,55.0,50.0,50.0,0.0,10.0,8.0,10.0,15.0
1704,2.0,5.0,0.0,35.0,10.0,10.0,50.0,50.0,60.0,0.0,20.0,15.0,40.0,0.0
1705,4.0,0.0,0.0,30.0,40.0,20.0,70.0,70.0,50.0,0.0,70.0,80.0,80.0,20.0
1706,3.0,30.0,0.0,70.0,50.0,40.0,90.0,60.0,50.0,0.0,80.0,30.0,40.0,0.0
1707,3.0,30.0,0.0,70.0,30.0,0.0,70.0,80.0,40.0,20.0,80.0,80.0,50.0,0.0
1708,4.0,40.0,25.0,30.0,10.0,10.0,80.0,75.0,30.0,0.0,15.0,10.0,30.0,10.0
1709,3.0,3.0,0.0,20.0,50.0,10.0,45.0,45.0,60.0,0.0,25.0,10.0,40.0,5.0
1710,2.0,5.0,0.0,10.0,18.0,5.0,50.0,55.0,60.0,0.0,20.0,15.0,60.0,0.0
1711,4.0,70.0,50.0,70.0,50.0,20.0,70.0,30.0,20.0,0.0,60.0,70.0,40.0,20.0
1712,2.0,5.0,0.0,40.0,30.0,50.0,60.0,60.0,65.0,5.0,70.0,20.0,35.0,25.0
1713,4.0,15.0,0.0,65.0,5.0,20.0,50.0,50.0,50.0,0.0,20.0,40.0,65.0,0.0
1714,2.0,10.0,0.0,50.0,30.0,10.0,80.0,50.0,60.0,20.0,80.0,40.0,50.0,40.0
1715,2.0,25.0,0.0,70.0,60.0,5.0,35.0,35.0,45.0,0.0,15.0,45.0,55.0,0.0
1716,3.0,10.0,0.0,40.0,40.0,30.0,80.0,70.0,50.0,0.0,80.0,20.0,40.0,10.0
1717,3.0,5.0,0.0,60.0,5.0,0.0,70.0,55.0,40.0,0.0,30.0,0.0,20.0,5.0
1718,4.0,0.0,0.0,30.0,60.0,30.0,70.0,50.0,50.0,0.0,90.0,50.0,60.0,50.0
1719,4.0,25.0,0.0,80.0,45.0,15.0,55.0,55.0,25.0,0.0,45.0,50.0,45.0,0.0
1720,4.0,20.0,0.0,25.0,15.0,15.0,80.0,80.0,70.0,0.0,30.0,15.0,70.0,0.0
1721,3.0,0.0,0.0,20.0,30.0,5.0,85.0,80.0,65.0,0.0,20.0,20.0,70.0,0.0
1722,4.0,0.0,0.0,25.0,5.0,15.0,70.0,70.0,65.0,0.0,30.0,25.0,70.0,15.0
1723,5.0,10.0,0.0,15.0,5.0,10.0,60.0,60.0,70.0,15.0,30.0,20.0,50.0,5.0
1724,5.0,20.0,0.0,45.0,35.0,55.0,60.0,65.0,60.0,10.0,65.0,35.0,25.0,20.0
1725,3.0,0.0,0.0,15.0,30.0,25.0,30.0,35.0,25.0,0.0,35.0,20.0,25.0,10.0
1726,4.0,0.0,0.0,25.0,10.0,10.0,30.0,45.0,25.0,0.0,25.0,20.0,40.0,10.0
1727,2.0,10.0,0.0,45.0,20.0,55.0,60.0,65.0,65.0,5.0,60.0,25.0,40.0,25.0
1728,2.0,10.0,0.0,40.0,30.0,55.0,60.0,60.0,55.0,5.0,55.0,15.0,30.0,25.0
1729,5.0,70.0,80.0,85.0,60.0,20.0,45.0,45.0,45.0,20.0,25.0,55.0,25.0,0.0
1730,3.0,40.0,35.0,60.0,20.0,65.0,60.0,70.0,50.0,10.0,60.0,10.0,20.0,10.0
1731,3.0,10.0,0.0,50.0,30.0,60.0,60.0,65.0,40.0,15.0,45.0,30.0,35.0,30.0
1732,4.0,20.0,0.0,40.0,15.0,0.0,85.0,80.0,70.0,8.0,20.0,5.0,30.0,10.0
1733,3.0,30.0,0.0,60.0,30.0,20.0,70.0,80.0,60.0,10.0,80.0,20.0,60.0,10.0
1734,4.0,35.0,0.0,60.0,30.0,30.0,55.0,55.0,65.0,0.0,45.0,45.0,60.0,0.0
1735,4.0,10.0,0.0,40.0,25.0,55.0,60.0,65.0,60.0,5.0,60.0,25.0,15.0,15.0
1736,3.0,5.0,0.0,40.0,35.0,50.0,60.0,55.0,70.0,5.0,60.0,25.0,35.0,40.0
1737,2.0,5.0,0.0,40.0,30.0,50.0,60.0,60.0,70.0,10.0,65.0,30.0,35.0,30.0
1738,3.0,0.0,0.0,55.0,20.0,20.0,40.0,35.0,10.0,0.0,25.0,10.0,20.0,10.0
1739,1.0,30.0,0.0,55.0,30.0,20.0,50.0,50.0,60.0,0.0,40.0,35.0,30.0,0.0
1740,4.0,15.0,0.0,55.0,15.0,25.0,60.0,60.0,75.0,0.0,35.0,60.0,70.0,15.0
1741,2.0,10.0,0.0,40.0,30.0,40.0,55.0,55.0,60.0,5.0,55.0,25.0,20.0,25.0
1742,2.0,5.0,0.0,20.0,20.0,40.0,65.0,75.0,70.0,5.0,60.0,15.0,15.0,30.0
1743,2.0,10.0,0.0,50.0,35.0,50.0,55.0,60.0,60.0,5.0,55.0,25.0,30.0,20.0
1744,4.0,40.0,0.0,85.0,70.0,65.0,85.0,75.0,20.0,10.0,10.0,0.0,50.0,20.0
1745,2.0,5.0,0.0,65.0,25.0,50.0,60.0,60.0,65.0,5.0,55.0,20.0,25.0,25.0
1746,2.0,5.0,0.0,40.0,25.0,45.0,55.0,55.0,65.0,5.0,55.0,20.0,40.0,30.0
1747,3.0,20.0,35.0,20.0,40.0,35.0,40.0,35.0,20.0,25.0,20.0,10.0,20.0,10.0
1748,3.0,80.0,0.0,95.0,30.0,80.0,70.0,80.0,70.0,30.0,85.0,0.0,30.0,20.0
1749,3.0,5.0,0.0,45.0,15.0,3.0,45.0,45.0,60.0,0.0,15.0,30.0,75.0,10.0
1750,3.0,25.0,0.0,35.0,10.0,15.0,35.0,40.0,55.0,0.0,50.0,20.0,30.0,10.0
1751,3.0,10.0,0.0,40.0,20.0,50.0,55.0,60.0,60.0,5.0,55.0,15.0,20.0,25.0
1752,2.0,5.0,0.0,50.0,25.0,40.0,55.0,55.0,60.0,5.0,60.0,15.0,20.0,15.0
1753,5.0,20.0,5.0,40.0,35.0,70.0,65.0,70.0,55.0,10.0,55.0,10.0,15.0,10.0
1754,3.0,15.0,0.0,60.0,10.0,45.0,50.0,60.0,55.0,5.0,55.0,25.0,20.0,15.0
1755,4.0,80.0,60.0,50.0,40.0,60.0,70.0,60.0,40.0,60.0,40.0,20.0,30.0,20.0
1756,3.0,10.0,0.0,55.0,20.0,60.0,65.0,65.0,60.0,5.0,60.0,10.0,25.0,15.0
1757,3.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,20.0,0.0,20.0,0.0,40.0,0.0
1758,3.0,0.0,0.0,40.0,25.0,40.0,35.0,40.0,35.0,0.0,35.0,10.0,30.0,20.0
1759,2.0,5.0,0.0,60.0,10.0,0.0,55.0,50.0,60.0,0.0,20.0,10.0,30.0,0.0
1760,2.0,10.0,0.0,60.0,25.0,40.0,60.0,55.0,55.0,5.0,60.0,20.0,20.0,15.0
1761,2.0,40.0,0.0,45.0,20.0,15.0,35.0,35.0,40.0,0.0,40.0,30.0,40.0,25.0
1762,2.0,80.0,75.0,85.0,20.0,75.0,75.0,80.0,60.0,40.0,55.0,40.0,70.0,30.0
1763,3.0,10.0,0.0,40.0,30.0,45.0,55.0,55.0,60.0,5.0,55.0,30.0,25.0,20.0
1764,3.0,5.0,0.0,45.0,25.0,50.0,55.0,55.0,50.0,5.0,55.0,30.0,20.0,25.0
1765,3.0,10.0,0.0,50.0,30.0,40.0,70.0,80.0,80.0,20.0,90.0,20.0,70.0,40.0
1766,3.0,65.0,60.0,40.0,40.0,45.0,50.0,55.0,20.0,25.0,25.0,30.0,20.0,20.0
1767,4.0,70.0,50.0,50.0,20.0,50.0,70.0,60.0,50.0,60.0,60.0,20.0,40.0,10.0
1768,2.0,15.0,0.0,35.0,20.0,40.0,45.0,55.0,70.0,5.0,60.0,15.0,20.0,15.0
1769,2.0,20.0,10.0,55.0,15.0,25.0,54.0,54.0,65.0,5.0,15.0,35.0,45.0,0.0
1770,5.0,0.0,0.0,35.0,20.0,25.0,40.0,45.0,35.0,5.0,20.0,35.0,30.0,15.0
1771,4.0,10.0,0.0,55.0,25.0,45.0,60.0,65.0,60.0,5.0,60.0,30.0,25.0,20.0
1772,2.0,10.0,0.0,60.0,30.0,45.0,55.0,55.0,50.0,10.0,55.0,25.0,20.0,20.0
1773,3.0,10.0,0.0,70.0,60.0,10.0,60.0,60.0,70.0,0.0,50.0,30.0,70.0,40.0
1774,2.0,40.0,0.0,50.0,15.0,10.0,45.0,50.0,50.0,20.0,40.0,20.0,45.0,30.0
1775,4.0,20.0,0.0,35.0,0.0,30.0,50.0,40.0,20.0,5.0,25.0,0.0,10.0,0.0
1776,2.0,10.0,0.0,65.0,25.0,40.0,50.0,55.0,45.0,5.0,60.0,40.0,20.0,20.0
1777,3.0,30.0,20.0,25.0,5.0,40.0,55.0,40.0,25.0,0.0,20.0,25.0,30.0,10.0
1778,3.0,5.0,0.0,45.0,30.0,45.0,55.0,55.0,50.0,5.0,55.0,20.0,35.0,20.0
1779,3.0,20.0,20.0,40.0,15.0,30.0,40.0,50.0,20.0,10.0,20.0,25.0,30.0,10.0
1780,4.0,15.0,0.0,35.0,20.0,40.0,50.0,55.0,70.0,5.0,50.0,25.0,30.0,20.0
1781,2.0,15.0,0.0,60.0,20.0,65.0,65.0,60.0,55.0,5.0,65.0,10.0,25.0,10.0
1782,2.0,20.0,0.0,50.0,30.0,40.0,70.0,80.0,60.0,10.0,80.0,20.0,60.0,0.0
1783,3.0,20.0,0.0,65.0,0.0,65.0,90.0,75.0,85.0,0.0,75.0,45.0,20.0,45.0
1784,3.0,0.0,0.0,40.0,20.0,60.0,70.0,90.0,70.0,0.0,50.0,20.0,80.0,30.0
1785,4.0,20.0,0.0,70.0,25.0,30.0,45.0,45.0,30.0,0.0,20.0,30.0,30.0,0.0
1786,3.0,25.0,25.0,55.0,10.0,20.0,40.0,40.0,55.0,20.0,40.0,30.0,20.0,0.0
1787,4.0,0.0,0.0,30.0,20.0,40.0,50.0,40.0,30.0,0.0,25.0,20.0,30.0,15.0
1788,4.0,25.0,10.0,30.0,25.0,40.0,50.0,55.0,45.0,5.0,40.0,20.0,30.0,15.0
1789,3.0,0.0,0.0,25.0,10.0,35.0,45.0,30.0,20.0,0.0,15.0,25.0,30.0,15.0
1790,2.0,40.0,60.0,40.0,30.0,50.0,70.0,80.0,60.0,0.0,60.0,50.0,60.0,50.0
1791,2.0,5.0,0.0,60.0,5.0,15.0,50.0,50.0,60.0,0.0,15.0,10.0,30.0,0.0
1792,2.0,20.0,3.0,5.0,5.0,30.0,45.0,65.0,65.0,18.0,40.0,0.0,75.0,70.0
1793,3.0,0.0,0.0,45.0,75.0,45.0,75.0,70.0,68.0,0.0,10.0,65.0,65.0,70.0
1794,3.0,10.0,0.0,80.0,50.0,0.0,70.0,70.0,60.0,10.0,60.0,40.0,70.0,0.0
1795,2.0,15.0,0.0,55.0,35.0,40.0,50.0,55.0,45.0,5.0,40.0,30.0,30.0,15.0
1796,4.0,50.0,35.0,40.0,10.0,45.0,45.0,35.0,35.0,40.0,20.0,15.0,25.0,0.0
1797,3.0,10.0,0.0,60.0,5.0,15.0,50.0,50.0,40.0,0.0,20.0,10.0,30.0,0.0
1798,4.0,30.0,5.0,65.0,25.0,20.0,40.0,30.0,40.0,10.0,5.0,10.0,80.0,45.0
1799,4.0,10.0,10.0,65.0,20.0,20.0,30.0,45.0,60.0,20.0,30.0,20.0,75.0,20.0
1800,2.0,10.0,5.0,70.0,45.0,35.0,40.0,45.0,50.0,10.0,40.0,30.0,20.0,45.0
1801,3.0,30.0,0.0,30.0,10.0,20.0,70.0,70.0,70.0,10.0,70.0,40.0,70.0,30.0
1802,4.0,10.0,15.0,75.0,20.0,55.0,40.0,50.0,70.0,20.0,45.0,20.0,75.0,40.0
1803,5.0,50.0,30.0,20.0,10.0,30.0,40.0,30.0,60.0,10.0,15.0,65.0,70.0,45.0
1804,3.0,40.0,50.0,10.0,20.0,35.0,50.0,55.0,20.0,25.0,20.0,30.0,55.0,10.0
1805,3.0,30.0,0.0,40.0,15.0,30.0,55.0,50.0,70.0,0.0,50.0,15.0,35.0,20.0
1806,3.0,40.0,65.0,40.0,30.0,40.0,40.0,50.0,25.0,20.0,20.0,30.0,25.0,15.0
1807,5.0,20.0,10.0,30.0,10.0,15.0,60.0,50.0,45.0,0.0,35.0,35.0,40.0,10.0
1808,5.0,70.0,40.0,60.0,15.0,20.0,50.0,30.0,75.0,20.0,15.0,20.0,65.0,30.0
1809,3.0,5.0,0.0,40.0,20.0,35.0,40.0,50.0,65.0,5.0,45.0,25.0,15.0,25.0
1810,4.0,10.0,10.0,30.0,25.0,45.0,60.0,65.0,80.0,15.0,40.0,10.0,85.0,20.0
1811,3.0,0.0,0.0,40.0,10.0,40.0,50.0,70.0,60.0,0.0,20.0,0.0,45.0,10.0
1812,4.0,0.0,0.0,60.0,20.0,30.0,40.0,40.0,60.0,0.0,50.0,70.0,70.0,40.0
1813,2.0,0.0,0.0,25.0,0.0,25.0,45.0,45.0,75.0,0.0,20.0,20.0,55.0,0.0
1814,5.0,40.0,30.0,10.0,15.0,75.0,50.0,60.0,85.0,12.0,15.0,20.0,80.0,17.0
1815,2.0,40.0,30.0,40.0,20.0,30.0,40.0,45.0,40.0,0.0,40.0,15.0,20.0,10.0
1816,4.0,45.0,50.0,25.0,20.0,20.0,55.0,55.0,35.0,0.0,25.0,0.0,10.0,20.0
1817,2.0,15.0,0.0,50.0,15.0,30.0,35.0,45.0,35.0,5.0,40.0,15.0,30.0,20.0
1818,2.0,30.0,15.0,65.0,20.0,30.0,40.0,45.0,25.0,0.0,35.0,20.0,10.0,5.0
1819,4.0,15.0,0.0,65.0,35.0,40.0,40.0,45.0,40.0,10.0,40.0,20.0,15.0,10.0
1820,2.0,60.0,35.0,10.0,0.0,35.0,30.0,55.0,60.0,10.0,35.0,40.0,40.0,14.0
1821,5.0,10.0,0.0,40.0,60.0,0.0,30.0,50.0,50.0,20.0,50.0,40.0,40.0,70.0
1822,5.0,75.0,60.0,30.0,20.0,30.0,85.0,95.0,20.0,0.0,0.0,25.0,20.0,40.0
1823,3.0,15.0,0.0,60.0,35.0,40.0,40.0,40.0,40.0,0.0,50.0,25.0,20.0,10.0
1824,3.0,10.0,0.0,75.0,40.0,30.0,50.0,65.0,70.0,10.0,40.0,45.0,75.0,20.0
1825,3.0,10.0,0.0,65.0,20.0,40.0,60.0,50.0,35.0,10.0,40.0,25.0,10.0,15.0
1826,3.0,25.0,15.0,20.0,35.0,50.0,60.0,55.0,35.0,15.0,25.0,35.0,40.0,0.0
1827,4.0,50.0,60.0,10.0,20.0,30.0,65.0,40.0,45.0,10.0,15.0,10.0,30.0,0.0
1828,3.0,0.0,0.0,50.0,30.0,40.0,45.0,50.0,60.0,30.0,70.0,55.0,65.0,55.0
1829,3.0,40.0,40.0,60.0,40.0,30.0,50.0,50.0,65.0,20.0,30.0,40.0,70.0,10.0
1830,3.0,70.0,50.0,75.0,45.0,30.0,40.0,45.0,35.0,75.0,60.0,45.0,50.0,20.0
1831,5.0,0.0,0.0,65.0,40.0,65.0,70.0,75.0,70.0,0.0,70.0,75.0,70.0,50.0
1832,3.0,20.0,0.0,80.0,60.0,30.0,70.0,60.0,50.0,0.0,50.0,30.0,0.0,20.0
1833,2.0,10.0,0.0,60.0,20.0,20.0,50.0,40.0,50.0,0.0,40.0,10.0,15.0,10.0
1834,4.0,25.0,0.0,65.0,30.0,20.0,40.0,40.0,40.0,0.0,30.0,20.0,40.0,0.0
1835,5.0,10.0,15.0,60.0,20.0,35.0,35.0,40.0,70.0,21.0,80.0,40.0,85.0,45.0
1836,5.0,0.0,0.0,65.0,30.0,40.0,70.0,75.0,50.0,10.0,50.0,60.0,75.0,50.0
1837,2.0,20.0,25.0,15.0,10.0,15.0,45.0,45.0,35.0,0.0,50.0,20.0,20.0,20.0
1838,1.0,20.0,0.0,35.0,15.0,25.0,35.0,45.0,60.0,0.0,60.0,10.0,15.0,20.0
