,cost_rank,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,salty,vanilla,tart,fruity,floral
0,5.0,30.0,85.0,50.0,30.0,20.0,80.0,80.0,85.0,15.0,20.0,25.0,85.0,50.0
1,4.0,40.0,30.0,40.0,20.0,40.0,70.0,80.0,70.0,40.0,50.0,50.0,70.0,20.0
2,5.0,15.0,0.0,20.0,0.0,15.0,80.0,90.0,85.0,5.0,30.0,25.0,35.0,0.0
3,4.0,40.0,0.0,65.0,50.0,20.0,60.0,60.0,45.0,0.0,60.0,60.0,45.0,0.0
4,5.0,30.0,20.0,40.0,30.0,10.0,75.0,75.0,60.0,20.0,30.0,20.0,50.0,5.0
5,5.0,50.0,10.0,60.0,0.0,15.0,90.0,100.0,50.0,0.0,20.0,20.0,80.0,10.0
6,5.0,70.0,50.0,20.0,10.0,20.0,80.0,80.0,60.0,5.0,40.0,25.0,50.0,0.0
7,3.0,10.0,0.0,60.0,0.0,10.0,80.0,80.0,80.0,0.0,50.0,10.0,30.0,20.0
8,3.0,10.0,0.0,30.0,0.0,30.0,80.0,80.0,80.0,0.0,60.0,10.0,40.0,20.0
9,5.0,10.0,0.0,25.0,10.0,15.0,80.0,80.0,80.0,10.0,40.0,0.0,40.0,20.0
10,3.0,15.0,0.0,35.0,5.0,20.0,80.0,80.0,75.0,10.0,30.0,20.0,40.0,0.0
11,5.0,30.0,0.0,80.0,40.0,40.0,90.0,90.0,70.0,30.0,10.0,0.0,60.0,10.0
12,5.0,5.0,0.0,25.0,5.0,15.0,85.0,85.0,80.0,0.0,35.0,10.0,40.0,10.0
13,4.0,10.0,0.0,60.0,60.0,80.0,100.0,100.0,80.0,20.0,90.0,0.0,80.0,10.0
14,5.0,15.0,0.0,10.0,0.0,10.0,80.0,85.0,80.0,0.0,25.0,5.0,30.0,5.0
15,3.0,0.0,0.0,30.0,5.0,0.0,75.0,70.0,75.0,0.0,20.0,15.0,30.0,10.0
16,4.0,0.0,0.0,20.0,0.0,0.0,75.0,75.0,75.0,0.0,15.0,0.0,20.0,5.0
17,4.0,20.0,0.0,80.0,75.0,10.0,35.0,45.0,35.0,0.0,30.0,40.0,45.0,15.0
18,4.0,5.0,0.0,25.0,40.0,10.0,75.0,75.0,85.0,5.0,30.0,10.0,40.0,0.0
19,5.0,10.0,0.0,30.0,10.0,30.0,55.0,55.0,65.0,0.0,25.0,30.0,85.0,25.0
20,4.0,90.0,75.0,80.0,40.0,60.0,100.0,90.0,60.0,30.0,40.0,10.0,60.0,10.0
21,5.0,65.0,55.0,40.0,20.0,60.0,80.0,80.0,60.0,10.0,45.0,20.0,25.0,10.0
22,4.0,50.0,0.0,85.0,45.0,6.0,50.0,50.0,40.0,0.0,25.0,40.0,50.0,0.0
23,5.0,65.0,70.0,10.0,15.0,15.0,5.0,20.0,65.0,45.0,70.0,0.0,5.0,15.0
24,5.0,30.0,0.0,60.0,20.0,10.0,70.0,60.0,50.0,30.0,70.0,20.0,30.0,20.0
25,5.0,20.0,10.0,75.0,30.0,20.0,65.0,70.0,85.0,15.0,30.0,10.0,85.0,25.0
26,5.0,50.0,70.0,20.0,0.0,20.0,80.0,75.0,60.0,5.0,40.0,15.0,60.0,0.0
27,5.0,30.0,10.0,40.0,10.0,20.0,60.0,70.0,40.0,0.0,50.0,10.0,30.0,30.0
28,4.0,10.0,40.0,70.0,50.0,20.0,70.0,80.0,80.0,20.0,80.0,20.0,80.0,80.0
29,5.0,10.0,10.0,30.0,20.0,10.0,70.0,60.0,60.0,0.0,50.0,10.0,60.0,20.0
30,5.0,10.0,0.0,35.0,5.0,10.0,75.0,75.0,70.0,0.0,40.0,10.0,40.0,10.0
31,5.0,60.0,0.0,80.0,40.0,40.0,100.0,100.0,80.0,0.0,100.0,60.0,80.0,60.0
32,5.0,60.0,60.0,70.0,40.0,80.0,100.0,100.0,70.0,70.0,80.0,60.0,80.0,90.0
33,4.0,60.0,0.0,60.0,50.0,25.0,50.0,50.0,55.0,0.0,55.0,25.0,60.0,30.0
34,4.0,0.0,0.0,15.0,0.0,0.0,80.0,80.0,70.0,0.0,10.0,5.0,20.0,0.0
35,5.0,30.0,0.0,40.0,40.0,90.0,90.0,90.0,60.0,0.0,50.0,30.0,70.0,60.0
36,5.0,50.0,50.0,60.0,30.0,30.0,70.0,70.0,70.0,50.0,50.0,20.0,60.0,40.0
37,5.0,40.0,20.0,60.0,30.0,30.0,80.0,80.0,80.0,20.0,50.0,60.0,80.0,60.0
38,5.0,40.0,45.0,70.0,60.0,35.0,60.0,60.0,40.0,20.0,20.0,40.0,70.0,50.0
39,4.0,40.0,10.0,60.0,10.0,20.0,70.0,80.0,80.0,20.0,60.0,30.0,90.0,47.0
40,4.0,10.0,10.0,60.0,20.0,30.0,70.0,90.0,80.0,20.0,60.0,20.0,80.0,50.0
41,5.0,20.0,0.0,60.0,40.0,20.0,90.0,90.0,70.0,0.0,80.0,30.0,50.0,10.0
42,5.0,25.0,0.0,60.0,0.0,15.0,55.0,55.0,60.0,0.0,35.0,25.0,35.0,0.0
43,3.0,35.0,0.0,85.0,50.0,15.0,45.0,45.0,55.0,0.0,45.0,30.0,60.0,0.0
44,5.0,20.0,30.0,40.0,30.0,60.0,80.0,60.0,30.0,20.0,20.0,30.0,80.0,40.0
45,5.0,0.0,0.0,25.0,0.0,15.0,80.0,85.0,80.0,5.0,35.0,25.0,40.0,10.0
46,5.0,30.0,20.0,30.0,50.0,20.0,40.0,40.0,40.0,10.0,30.0,25.0,60.0,5.0
47,4.0,5.0,0.0,65.0,10.0,10.0,60.0,60.0,65.0,0.0,25.0,10.0,30.0,0.0
48,5.0,70.0,80.0,70.0,20.0,40.0,70.0,70.0,60.0,50.0,80.0,10.0,40.0,30.0
49,5.0,25.0,0.0,80.0,45.0,15.0,55.0,55.0,50.0,0.0,25.0,25.0,25.0,0.0
50,4.0,20.0,0.0,30.0,10.0,40.0,90.0,90.0,80.0,0.0,90.0,20.0,10.0,0.0
51,5.0,10.0,0.0,55.0,25.0,45.0,60.0,75.0,70.0,10.0,50.0,20.0,50.0,35.0
52,5.0,60.0,0.0,55.0,20.0,35.0,65.0,65.0,45.0,0.0,45.0,20.0,55.0,25.0
53,5.0,30.0,0.0,60.0,10.0,40.0,100.0,90.0,70.0,20.0,20.0,10.0,60.0,20.0
54,5.0,40.0,0.0,40.0,10.0,10.0,60.0,65.0,60.0,0.0,50.0,20.0,55.0,35.0
55,4.0,10.0,0.0,40.0,15.0,15.0,45.0,45.0,60.0,0.0,25.0,50.0,80.0,15.0
56,4.0,35.0,0.0,55.0,20.0,10.0,40.0,40.0,45.0,0.0,25.0,30.0,25.0,0.0
57,4.0,40.0,0.0,40.0,15.0,30.0,45.0,45.0,60.0,15.0,35.0,45.0,65.0,0.0
58,4.0,0.0,0.0,70.0,50.0,30.0,80.0,90.0,70.0,20.0,80.0,20.0,10.0,0.0
59,5.0,0.0,0.0,40.0,30.0,50.0,90.0,80.0,70.0,10.0,80.0,20.0,70.0,20.0
60,5.0,25.0,0.0,45.0,15.0,50.0,75.0,70.0,50.0,5.0,55.0,20.0,20.0,10.0
61,5.0,50.0,0.0,50.0,20.0,40.0,60.0,65.0,50.0,0.0,40.0,20.0,65.0,30.0
62,5.0,50.0,0.0,55.0,0.0,40.0,60.0,65.0,50.0,0.0,45.0,10.0,55.0,50.0
63,5.0,15.0,0.0,70.0,15.0,15.0,65.0,60.0,45.0,0.0,15.0,35.0,75.0,30.0
64,5.0,10.0,0.0,30.0,50.0,80.0,75.0,80.0,75.0,10.0,50.0,60.0,75.0,60.0
65,5.0,40.0,10.0,20.0,0.0,20.0,70.0,40.0,50.0,40.0,30.0,40.0,70.0,70.0
66,3.0,50.0,35.0,40.0,20.0,0.0,60.0,65.0,45.0,0.0,40.0,15.0,50.0,15.0
67,4.0,20.0,0.0,40.0,10.0,30.0,80.0,80.0,80.0,0.0,70.0,40.0,50.0,10.0
68,4.0,40.0,0.0,20.0,10.0,20.0,80.0,70.0,70.0,0.0,70.0,20.0,20.0,10.0
69,5.0,20.0,20.0,70.0,15.0,50.0,75.0,65.0,70.0,20.0,30.0,15.0,85.0,25.0
70,5.0,70.0,100.0,20.0,40.0,20.0,80.0,60.0,50.0,60.0,30.0,20.0,30.0,20.0
71,5.0,30.0,0.0,45.0,0.0,10.0,80.0,80.0,65.0,0.0,50.0,20.0,65.0,20.0
72,5.0,10.0,0.0,50.0,0.0,40.0,80.0,80.0,70.0,0.0,70.0,10.0,40.0,20.0
73,5.0,80.0,0.0,50.0,0.0,40.0,70.0,70.0,50.0,0.0,60.0,0.0,20.0,10.0
74,3.0,20.0,0.0,50.0,10.0,10.0,80.0,60.0,70.0,0.0,70.0,10.0,30.0,10.0
75,5.0,0.0,0.0,10.0,0.0,10.0,70.0,75.0,80.0,0.0,40.0,10.0,60.0,20.0
76,5.0,0.0,0.0,40.0,20.0,20.0,60.0,70.0,60.0,0.0,50.0,0.0,40.0,30.0
77,5.0,30.0,0.0,40.0,20.0,40.0,30.0,20.0,50.0,20.0,70.0,10.0,50.0,40.0
78,5.0,80.0,90.0,30.0,20.0,40.0,70.0,75.0,65.0,37.0,30.0,20.0,45.0,35.0
79,3.0,60.0,70.0,15.0,25.0,25.0,80.0,80.0,70.0,20.0,40.0,15.0,50.0,20.0
80,5.0,30.0,0.0,60.0,10.0,0.0,70.0,90.0,70.0,0.0,40.0,20.0,70.0,20.0
81,4.0,15.0,0.0,20.0,0.0,15.0,80.0,85.0,80.0,5.0,30.0,25.0,40.0,0.0
82,4.0,60.0,0.0,70.0,40.0,0.0,90.0,80.0,80.0,0.0,80.0,0.0,80.0,40.0
83,5.0,20.0,0.0,50.0,10.0,50.0,70.0,70.0,75.0,30.0,50.0,50.0,90.0,50.0
84,5.0,70.0,60.0,30.0,10.0,50.0,90.0,50.0,40.0,10.0,60.0,20.0,50.0,10.0
85,3.0,10.0,0.0,25.0,0.0,10.0,75.0,70.0,65.0,5.0,15.0,0.0,15.0,0.0
86,4.0,20.0,0.0,50.0,20.0,30.0,70.0,70.0,80.0,0.0,40.0,30.0,90.0,40.0
87,4.0,75.0,0.0,60.0,20.0,70.0,60.0,85.0,45.0,10.0,40.0,10.0,40.0,20.0
88,5.0,20.0,0.0,60.0,30.0,40.0,70.0,80.0,60.0,10.0,50.0,50.0,70.0,30.0
89,4.0,30.0,0.0,40.0,50.0,60.0,80.0,70.0,60.0,0.0,30.0,20.0,70.0,50.0
90,5.0,40.0,40.0,60.0,30.0,20.0,70.0,70.0,60.0,40.0,40.0,20.0,50.0,40.0
91,4.0,50.0,50.0,60.0,30.0,30.0,80.0,90.0,70.0,20.0,50.0,30.0,70.0,30.0
92,3.0,70.0,70.0,50.0,60.0,50.0,60.0,50.0,40.0,40.0,20.0,30.0,30.0,20.0
93,3.0,25.0,15.0,5.0,10.0,0.0,65.0,70.0,60.0,10.0,25.0,5.0,25.0,10.0
94,3.0,70.0,90.0,50.0,20.0,60.0,60.0,40.0,60.0,30.0,70.0,40.0,60.0,30.0
95,4.0,70.0,70.0,60.0,40.0,20.0,80.0,90.0,70.0,50.0,60.0,30.0,80.0,30.0
96,4.0,50.0,30.0,40.0,10.0,20.0,60.0,70.0,70.0,50.0,50.0,30.0,70.0,50.0
97,2.0,20.0,10.0,30.0,20.0,40.0,60.0,50.0,50.0,30.0,40.0,20.0,40.0,20.0
98,3.0,10.0,0.0,40.0,20.0,90.0,90.0,90.0,70.0,0.0,70.0,20.0,30.0,80.0
99,5.0,10.0,0.0,45.0,20.0,10.0,50.0,65.0,55.0,0.0,10.0,35.0,70.0,0.0
100,5.0,5.0,0.0,20.0,30.0,15.0,55.0,55.0,60.0,0.0,30.0,10.0,40.0,5.0
101,5.0,15.0,0.0,55.0,10.0,30.0,70.0,70.0,40.0,0.0,15.0,30.0,85.0,0.0
102,5.0,5.0,0.0,40.0,0.0,15.0,90.0,80.0,60.0,5.0,30.0,10.0,20.0,0.0
103,5.0,15.0,0.0,70.0,65.0,5.0,60.0,60.0,60.0,0.0,15.0,25.0,60.0,10.0
104,5.0,10.0,0.0,65.0,0.0,30.0,55.0,55.0,60.0,0.0,15.0,35.0,70.0,60.0
105,5.0,15.0,0.0,55.0,20.0,20.0,55.0,55.0,55.0,0.0,40.0,35.0,55.0,0.0
106,4.0,20.0,0.0,30.0,10.0,20.0,85.0,65.0,70.0,5.0,20.0,25.0,40.0,0.0
107,5.0,70.0,30.0,40.0,10.0,40.0,90.0,80.0,40.0,50.0,30.0,10.0,60.0,20.0
108,3.0,5.0,0.0,20.0,25.0,30.0,60.0,60.0,70.0,0.0,40.0,20.0,60.0,0.0
109,5.0,10.0,0.0,30.0,10.0,20.0,70.0,60.0,60.0,15.0,30.0,20.0,60.0,5.0
110,5.0,10.0,0.0,30.0,0.0,10.0,85.0,80.0,80.0,0.0,30.0,20.0,60.0,0.0
111,5.0,5.0,0.0,15.0,15.0,45.0,50.0,60.0,35.0,0.0,25.0,35.0,45.0,30.0
112,3.0,30.0,0.0,40.0,20.0,10.0,60.0,60.0,70.0,0.0,45.0,30.0,55.0,0.0
113,4.0,10.0,0.0,25.0,0.0,20.0,80.0,75.0,70.0,10.0,20.0,15.0,45.0,0.0
114,4.0,50.0,0.0,65.0,20.0,15.0,55.0,55.0,40.0,0.0,40.0,20.0,45.0,15.0
115,5.0,10.0,0.0,25.0,20.0,55.0,70.0,80.0,70.0,10.0,50.0,20.0,35.0,30.0
116,4.0,40.0,0.0,45.0,25.0,20.0,55.0,50.0,45.0,0.0,45.0,25.0,50.0,40.0
117,5.0,15.0,0.0,70.0,30.0,40.0,60.0,70.0,55.0,10.0,50.0,15.0,35.0,20.0
118,4.0,30.0,0.0,90.0,40.0,20.0,90.0,70.0,70.0,0.0,80.0,0.0,60.0,0.0
119,5.0,10.0,0.0,30.0,50.0,50.0,90.0,90.0,75.0,55.0,60.0,85.0,85.0,30.0
120,5.0,15.0,20.0,70.0,40.0,65.0,75.0,60.0,77.0,25.0,20.0,10.0,75.0,41.0
121,3.0,40.0,0.0,70.0,15.0,30.0,50.0,50.0,40.0,0.0,40.0,10.0,45.0,45.0
122,5.0,10.0,15.0,20.0,35.0,45.0,40.0,30.0,15.0,18.0,17.0,23.0,70.0,60.0
123,4.0,60.0,30.0,50.0,10.0,70.0,80.0,60.0,50.0,20.0,60.0,0.0,40.0,6.0
124,4.0,15.0,0.0,25.0,20.0,15.0,50.0,50.0,55.0,0.0,45.0,30.0,50.0,0.0
125,3.0,5.0,0.0,40.0,10.0,40.0,70.0,70.0,65.0,0.0,50.0,10.0,30.0,25.0
126,5.0,20.0,0.0,50.0,20.0,10.0,80.0,60.0,70.0,0.0,70.0,30.0,50.0,20.0
127,5.0,20.0,0.0,65.0,40.0,10.0,55.0,50.0,45.0,0.0,35.0,35.0,65.0,20.0
128,2.0,40.0,0.0,50.0,20.0,0.0,50.0,60.0,55.0,0.0,50.0,25.0,60.0,40.0
129,5.0,80.0,60.0,50.0,30.0,30.0,70.0,30.0,40.0,50.0,30.0,20.0,40.0,10.0
130,5.0,20.0,0.0,20.0,0.0,30.0,80.0,80.0,70.0,0.0,40.0,0.0,50.0,10.0
131,5.0,50.0,40.0,40.0,10.0,10.0,70.0,60.0,50.0,50.0,10.0,30.0,50.0,20.0
132,3.0,40.0,0.0,50.0,10.0,0.0,55.0,60.0,50.0,0.0,50.0,20.0,60.0,40.0
133,4.0,20.0,0.0,70.0,10.0,20.0,70.0,60.0,60.0,0.0,80.0,20.0,10.0,0.0
134,3.0,40.0,0.0,80.0,30.0,10.0,55.0,60.0,55.0,0.0,50.0,40.0,60.0,30.0
135,5.0,20.0,0.0,40.0,10.0,30.0,80.0,70.0,40.0,0.0,50.0,10.0,20.0,30.0
136,5.0,50.0,50.0,25.0,35.0,15.0,40.0,45.0,50.0,25.0,15.0,10.0,15.0,0.0
137,3.0,0.0,0.0,30.0,10.0,70.0,90.0,80.0,70.0,10.0,70.0,0.0,10.0,10.0
138,5.0,20.0,0.0,60.0,10.0,40.0,80.0,60.0,80.0,20.0,30.0,50.0,100.0,30.0
139,3.0,10.0,0.0,20.0,80.0,40.0,30.0,20.0,60.0,30.0,60.0,0.0,10.0,60.0
140,4.0,40.0,0.0,80.0,20.0,30.0,70.0,40.0,70.0,20.0,80.0,0.0,60.0,30.0
141,2.0,0.0,0.0,90.0,50.0,70.0,80.0,70.0,80.0,0.0,80.0,30.0,70.0,60.0
142,5.0,3.0,0.0,60.0,20.0,15.0,45.0,45.0,50.0,0.0,45.0,35.0,75.0,70.0
143,5.0,30.0,30.0,60.0,20.0,30.0,50.0,50.0,65.0,30.0,60.0,20.0,90.0,70.0
144,3.0,10.0,0.0,35.0,0.0,15.0,80.0,80.0,75.0,0.0,30.0,15.0,40.0,0.0
145,5.0,15.0,0.0,30.0,0.0,15.0,80.0,80.0,80.0,5.0,25.0,10.0,40.0,5.0
146,4.0,40.0,0.0,70.0,40.0,80.0,100.0,100.0,70.0,50.0,80.0,60.0,80.0,90.0
147,4.0,20.0,10.0,90.0,40.0,70.0,70.0,80.0,70.0,30.0,50.0,60.0,70.0,50.0
148,5.0,40.0,70.0,20.0,30.0,15.0,85.0,85.0,80.0,15.0,35.0,0.0,30.0,5.0
149,3.0,0.0,0.0,10.0,0.0,10.0,80.0,80.0,70.0,0.0,25.0,10.0,15.0,5.0
150,3.0,40.0,40.0,15.0,20.0,20.0,80.0,80.0,60.0,20.0,15.0,0.0,5.0,10.0
151,2.0,50.0,0.0,80.0,30.0,20.0,70.0,70.0,70.0,0.0,80.0,50.0,30.0,10.0
152,4.0,40.0,0.0,70.0,60.0,70.0,80.0,70.0,40.0,0.0,20.0,60.0,50.0,40.0
153,4.0,40.0,60.0,70.0,50.0,45.0,65.0,65.0,50.0,20.0,20.0,40.0,80.0,30.0
154,5.0,45.0,45.0,70.0,60.0,40.0,70.0,70.0,70.0,20.0,50.0,30.0,80.0,20.0
155,5.0,70.0,40.0,50.0,45.0,60.0,57.0,62.0,30.0,35.0,20.0,15.0,75.0,59.0
156,3.0,40.0,40.0,50.0,30.0,30.0,70.0,80.0,70.0,20.0,50.0,40.0,80.0,30.0
157,5.0,0.0,0.0,55.0,10.0,10.0,45.0,45.0,40.0,0.0,25.0,5.0,55.0,25.0
158,5.0,30.0,0.0,65.0,20.0,15.0,60.0,60.0,40.0,0.0,20.0,35.0,70.0,10.0
159,5.0,25.0,0.0,40.0,15.0,15.0,80.0,80.0,50.0,0.0,25.0,30.0,40.0,0.0
160,2.0,10.0,0.0,60.0,10.0,20.0,55.0,55.0,60.0,5.0,20.0,25.0,15.0,0.0
161,4.0,5.0,0.0,25.0,5.0,25.0,90.0,85.0,65.0,0.0,30.0,10.0,40.0,0.0
162,4.0,35.0,0.0,55.0,35.0,25.0,55.0,60.0,50.0,0.0,45.0,35.0,35.0,0.0
163,5.0,25.0,30.0,30.0,10.0,20.0,55.0,55.0,60.0,5.0,30.0,20.0,60.0,0.0
164,4.0,5.0,0.0,30.0,10.0,15.0,90.0,70.0,75.0,0.0,20.0,25.0,30.0,0.0
165,5.0,10.0,0.0,40.0,30.0,10.0,85.0,80.0,70.0,0.0,20.0,30.0,20.0,10.0
166,5.0,10.0,5.0,30.0,8.0,20.0,65.0,80.0,70.0,5.0,40.0,30.0,60.0,5.0
167,4.0,35.0,0.0,65.0,20.0,15.0,50.0,50.0,60.0,0.0,45.0,30.0,40.0,0.0
168,5.0,40.0,0.0,75.0,45.0,15.0,45.0,45.0,55.0,0.0,35.0,40.0,15.0,0.0
169,5.0,10.0,0.0,25.0,5.0,15.0,60.0,70.0,70.0,0.0,40.0,30.0,75.0,10.0
170,4.0,35.0,20.0,30.0,10.0,15.0,75.0,75.0,60.0,10.0,30.0,10.0,60.0,5.0
171,5.0,15.0,0.0,40.0,0.0,35.0,60.0,60.0,70.0,15.0,35.0,35.0,85.0,15.0
172,5.0,80.0,70.0,60.0,30.0,30.0,90.0,70.0,40.0,40.0,30.0,20.0,80.0,50.0
173,3.0,30.0,0.0,40.0,10.0,0.0,80.0,80.0,70.0,10.0,100.0,60.0,50.0,30.0
174,5.0,40.0,0.0,55.0,30.0,45.0,65.0,65.0,70.0,0.0,35.0,35.0,75.0,15.0
175,3.0,10.0,0.0,50.0,50.0,20.0,80.0,90.0,70.0,0.0,80.0,20.0,50.0,70.0
176,4.0,35.0,0.0,70.0,40.0,20.0,50.0,50.0,65.0,0.0,35.0,45.0,55.0,15.0
177,4.0,55.0,0.0,70.0,45.0,20.0,55.0,55.0,45.0,10.0,40.0,45.0,35.0,0.0
178,5.0,5.0,0.0,15.0,30.0,25.0,40.0,65.0,20.0,0.0,15.0,40.0,50.0,20.0
179,5.0,0.0,0.0,5.0,20.0,30.0,30.0,50.0,15.0,0.0,15.0,20.0,35.0,35.0
180,4.0,20.0,0.0,70.0,20.0,20.0,40.0,40.0,45.0,0.0,35.0,55.0,60.0,0.0
181,5.0,90.0,80.0,40.0,50.0,60.0,60.0,60.0,50.0,40.0,50.0,25.0,45.0,15.0
182,5.0,10.0,0.0,50.0,30.0,20.0,70.0,90.0,80.0,20.0,90.0,30.0,20.0,0.0
183,5.0,10.0,0.0,20.0,25.0,65.0,75.0,85.0,65.0,5.0,65.0,15.0,20.0,15.0
184,5.0,5.0,10.0,30.0,25.0,10.0,45.0,65.0,35.0,5.0,10.0,40.0,35.0,25.0
185,5.0,30.0,50.0,30.0,30.0,50.0,90.0,70.0,60.0,60.0,50.0,10.0,40.0,10.0
186,4.0,50.0,0.0,65.0,30.0,15.0,50.0,55.0,40.0,5.0,40.0,25.0,40.0,30.0
187,4.0,25.0,0.0,40.0,40.0,20.0,40.0,40.0,50.0,15.0,35.0,30.0,30.0,0.0
188,5.0,10.0,0.0,70.0,50.0,0.0,90.0,80.0,80.0,20.0,90.0,30.0,60.0,0.0
189,5.0,15.0,0.0,75.0,35.0,60.0,85.0,75.0,45.0,10.0,40.0,25.0,35.0,10.0
190,5.0,30.0,0.0,40.0,0.0,40.0,70.0,90.0,80.0,30.0,90.0,0.0,50.0,20.0
191,3.0,30.0,0.0,80.0,40.0,20.0,90.0,80.0,60.0,0.0,80.0,10.0,10.0,0.0
192,5.0,10.0,0.0,40.0,10.0,20.0,80.0,70.0,70.0,10.0,80.0,0.0,70.0,40.0
193,5.0,0.0,0.0,25.0,10.0,10.0,75.0,80.0,55.0,0.0,20.0,35.0,55.0,10.0
194,3.0,45.0,0.0,50.0,10.0,20.0,55.0,50.0,45.0,0.0,50.0,15.0,55.0,30.0
195,4.0,45.0,0.0,75.0,20.0,30.0,45.0,45.0,65.0,0.0,40.0,30.0,30.0,0.0
196,3.0,30.0,0.0,55.0,15.0,15.0,50.0,50.0,75.0,0.0,40.0,30.0,30.0,0.0
197,5.0,70.0,80.0,40.0,10.0,50.0,80.0,60.0,50.0,70.0,50.0,30.0,30.0,20.0
198,5.0,30.0,0.0,35.0,10.0,20.0,60.0,60.0,65.0,10.0,20.0,25.0,65.0,10.0
199,5.0,40.0,0.0,50.0,0.0,50.0,80.0,80.0,60.0,20.0,80.0,20.0,80.0,10.0
200,4.0,75.0,80.0,80.0,25.0,10.0,40.0,40.0,35.0,25.0,25.0,35.0,45.0,0.0
201,3.0,40.0,0.0,50.0,30.0,25.0,50.0,55.0,45.0,0.0,40.0,25.0,50.0,45.0
202,5.0,20.0,0.0,15.0,15.0,10.0,35.0,90.0,50.0,0.0,45.0,15.0,70.0,35.0
203,4.0,30.0,0.0,50.0,10.0,0.0,70.0,80.0,70.0,10.0,90.0,40.0,40.0,10.0
204,3.0,40.0,0.0,80.0,30.0,30.0,60.0,60.0,40.0,0.0,30.0,30.0,30.0,0.0
205,4.0,40.0,80.0,50.0,40.0,30.0,70.0,70.0,70.0,10.0,50.0,40.0,70.0,40.0
206,5.0,5.0,0.0,30.0,25.0,35.0,50.0,60.0,40.0,0.0,40.0,40.0,50.0,20.0
207,5.0,10.0,0.0,70.0,35.0,20.0,55.0,55.0,25.0,10.0,30.0,0.0,15.0,10.0
208,5.0,10.0,0.0,40.0,0.0,50.0,80.0,80.0,60.0,50.0,30.0,20.0,70.0,10.0
209,4.0,30.0,0.0,30.0,20.0,50.0,70.0,50.0,60.0,50.0,40.0,30.0,40.0,10.0
210,5.0,20.0,0.0,50.0,70.0,60.0,70.0,50.0,70.0,0.0,70.0,20.0,40.0,20.0
211,3.0,30.0,0.0,40.0,20.0,40.0,80.0,90.0,70.0,0.0,80.0,20.0,60.0,20.0
212,3.0,30.0,0.0,60.0,40.0,40.0,60.0,70.0,70.0,0.0,70.0,10.0,40.0,0.0
213,4.0,30.0,0.0,40.0,10.0,30.0,60.0,80.0,70.0,0.0,70.0,0.0,10.0,0.0
214,5.0,0.0,0.0,30.0,10.0,40.0,70.0,70.0,50.0,0.0,40.0,10.0,40.0,20.0
215,3.0,80.0,100.0,60.0,10.0,55.0,60.0,55.0,40.0,10.0,25.0,0.0,15.0,20.0
216,4.0,75.0,65.0,60.0,65.0,85.0,65.0,50.0,60.0,60.0,55.0,0.0,10.0,0.0
217,5.0,50.0,35.0,65.0,75.0,85.0,70.0,40.0,35.0,10.0,25.0,0.0,15.0,20.0
218,4.0,20.0,0.0,60.0,30.0,20.0,70.0,70.0,60.0,0.0,70.0,10.0,0.0,0.0
219,5.0,30.0,0.0,80.0,10.0,50.0,80.0,70.0,60.0,0.0,50.0,20.0,0.0,0.0
220,5.0,40.0,30.0,30.0,10.0,10.0,60.0,70.0,60.0,40.0,50.0,10.0,30.0,20.0
221,4.0,20.0,0.0,80.0,70.0,20.0,70.0,50.0,40.0,0.0,40.0,30.0,20.0,20.0
222,5.0,0.0,0.0,20.0,0.0,20.0,80.0,80.0,60.0,0.0,30.0,20.0,40.0,20.0
223,3.0,40.0,0.0,45.0,0.0,0.0,65.0,60.0,55.0,0.0,45.0,20.0,65.0,30.0
224,3.0,20.0,0.0,60.0,35.0,5.0,45.0,40.0,30.0,0.0,60.0,0.0,15.0,15.0
225,3.0,10.0,0.0,70.0,10.0,10.0,70.0,60.0,50.0,10.0,50.0,30.0,60.0,10.0
226,4.0,70.0,50.0,35.0,40.0,20.0,80.0,80.0,50.0,30.0,20.0,10.0,40.0,15.0
227,5.0,20.0,0.0,10.0,20.0,50.0,70.0,70.0,50.0,0.0,40.0,0.0,50.0,30.0
228,3.0,15.0,0.0,60.0,0.0,40.0,70.0,60.0,30.0,0.0,40.0,0.0,15.0,0.0
229,5.0,60.0,0.0,70.0,90.0,20.0,70.0,70.0,40.0,20.0,20.0,60.0,60.0,80.0
230,3.0,6.0,0.0,70.0,80.0,20.0,70.0,70.0,70.0,20.0,10.0,40.0,40.0,80.0
231,3.0,70.0,50.0,40.0,0.0,50.0,60.0,60.0,30.0,10.0,20.0,0.0,10.0,0.0
232,4.0,0.0,0.0,20.0,10.0,20.0,40.0,30.0,50.0,0.0,40.0,10.0,30.0,30.0
233,3.0,70.0,70.0,0.0,10.0,20.0,80.0,80.0,60.0,20.0,40.0,0.0,60.0,10.0
234,5.0,20.0,10.0,10.0,0.0,20.0,80.0,80.0,50.0,0.0,30.0,20.0,50.0,10.0
235,5.0,20.0,0.0,60.0,40.0,50.0,60.0,50.0,30.0,0.0,30.0,20.0,50.0,50.0
236,5.0,40.0,30.0,40.0,20.0,40.0,50.0,60.0,70.0,20.0,70.0,30.0,60.0,50.0
237,3.0,100.0,90.0,60.0,70.0,50.0,80.0,60.0,40.0,40.0,30.0,60.0,40.0,60.0
238,4.0,100.0,100.0,40.0,10.0,40.0,100.0,60.0,60.0,20.0,60.0,10.0,80.0,20.0
239,5.0,15.0,10.0,65.0,10.0,10.0,60.0,65.0,50.0,5.0,35.0,10.0,40.0,10.0
